ID,Title,Link,Categories,Image,Description,Ingredients,Directions,Notes,Prep Time,Cook Time,Servings,Video,Related Products,Average Ratings,Num Ratings,Date,Order
3654,Crêpes’ Quaker® de papa,https://www.quakeroats.ca/fr/recipes/crêpes’-quaker®-de-papa,Brunch,_2316_20Dads_20Quaker_20PAnny_20Cakes_0.jpg,"Le matin, réservez une place à ces crêpes alléchantes. Débordantes de pacanes et de poires fraîches, elles vous assurent un début de journée tout en légèreté.","2 tasses/500 mL de mélange à crêpes et à gaufres Aunt Jemima® complet original ou complet au babeurre
1 sachet de Quaker® Gruau instantané Assortiment de 3 saveurs ou saveur au choix (non cuit)
1 1/2 tasse/350 mL d'eau
1 1/2 tasse/350 mL de sirop original Aunt Jemima","Dans un bol moyen, combiner le m&eacute;lange &agrave; cr&ecirc;pes et le gruau; bien m&eacute;langer. Ajouter l'eau; incorporer avec un fouet m&eacute;tallique jusqu'&agrave; ce que les gros grumeaux soient dissous.&nbsp;
Faire chauffer la plaque &agrave; feu moyen-&eacute;lev&eacute; (ou une cr&ecirc;pi&egrave;re ou un po&ecirc;lon &eacute;lectrique &agrave; 375 &deg;F). Graisser l&eacute;g&egrave;rement.&nbsp;
Faire cuire les cr&ecirc;pes conform&eacute;ment aux instructions de l'emballage.&nbsp;
Servir les cr&ecirc;pes chaudes avec du sirop Aunt Jemima®.","Cr&ecirc;pes rapides : Faire refroidir des cr&ecirc;pes l&eacute;g&egrave;rement. Mettre dans un sac refermable. Omettre le sirop! Soumise par un fid&egrave;le consommateur, cette recette a &eacute;t&eacute; test&eacute;e par un conseiller en &eacute;conomie domestique. Pour congeler des cr&ecirc;pes, les laisser refroidir compl&egrave;tement sur une grille. Mettre deux cr&ecirc;pes dans un sac de cong&eacute;lation refermable et congeler. Pour les d&eacute;guster, placer les deux cr&ecirc;pes c&ocirc;te &agrave; c&ocirc;te sur une assiette allant au micro-ondes. Les chauffer &agrave; temp&eacute;rature &eacute;lev&eacute;e de 40 &agrave; 50 secondes, ou plus au besoin.
VariantePour utiliser le m&eacute;lange &agrave; cr&ecirc;pes et &agrave; gaufres original ou original au babeurre, suivre la recette pour 10 &agrave; 12 cr&ecirc;pes indiqu&eacute;e sur l&rsquo;emballage. Ajouter &agrave; ce m&eacute;lange un sachet de gruau rapide Quaker&reg;. Suivre les directives de la recette. Le m&eacute;lange &agrave; cr&ecirc;pes et &agrave; gaufres Aunt Jemima&reg; complet et la saveur d&rsquo;&eacute;rable et cassonade de gruau rapide Quaker&reg; ont &eacute;t&eacute; utilis&eacute;s pour l&rsquo;analyse nutritionnelle.
",,,,,4285,3,3,2015-12-10 14:56:02,302
3655,Crêpes au gruau poires et pacanes ,https://www.quakeroats.ca/fr/recipes/crêpes-au-gruau-poires-et-pacanes,Brunch,Oatmeal_20Pear_20n_20Pecan_20Pancakes-021-min_0.jpg,"Le matin, réservez une place à ces crêpes alléchantes. Débordantes de pacanes et de poires fraîches, elles vous assurent un début de journée tout en légèreté.","1 tasse de mélange à crêpes et à gaufres original Aunt Jemima®
1 cuillère à thé de cannelle moulue
1 tasse de lait
1 œuf
1 cuillère à table d'huile végétale
1 poire mûre et ferme, évidée et hachée (environ 1 tasse)
3/4 tasse de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)
2 cuillères à table de pacanes grillées hachées
1/2 à 3/4 tasse de sirop léger Aunt Jemima® chaud
Tranches de poires, au goût
Pacanes grillées hachées, au goût

","Dans un grand bol, combiner le m&eacute;lange &agrave; cr&ecirc;pes et la cannelle.
Dans un bol moyen, mettre le lait, l'&oelig;uf et l'huile; bien m&eacute;langer. Ajouter au m&eacute;lange &agrave; cr&ecirc;pes; m&eacute;langer avec un fouet en m&eacute;tal juste assez pour incorporer les ingr&eacute;dients. Ajouter en remuant d&eacute;licatement les poires, le gruau et les pacanes. Laisser reposer 1 &agrave; 2 minutes pour que le m&eacute;lange &eacute;paississe.
Cuire les cr&ecirc;pes sur une cr&ecirc;pi&egrave;re chaude en suivant les instructions sur l'emballage.
Servir avec le sirop et, au go&ucirc;t, des tranches de poires et d'autres pacanes.","Griller les moiti&eacute;s de pacanes sur une plaque de cuisson au four &agrave; 350 ᵒF jusqu'&agrave; ce qu'elles d&eacute;gagent une odeur, soit 5 &agrave; 7 minutes. Ou encore, les &eacute;tendre sans les empiler dans une assiette allant au four &agrave; micro-ondes. Chauffer au four &agrave; micro-ondes &agrave; puissance maximale 1 &agrave; 1 1/2 minute. Laisser refroidir et hacher.

",10mins,15mins,,,"43,024,310",4,1,2015-12-10 14:56:02,303
3656,Muffins double orange aux noix,https://www.quakeroats.ca/fr/recipes/muffins-double-orange-aux-noix,Brunch,Double_20Orange-Walnut_20Muffins-021-min_0.jpg,"Le matin, vous avez parfois juste assez de temps pour un café ou, si vous êtes chanceux, pour un bol de céréales. La prochaine fois que vous serez à la course, attrapez un muffin maison. Nous vous proposons ici des muffins qui contiennent déjà du jus d’orange. Dès la première bouchée, vous verrez qu’il est possible d’apaiser même les matins les plus fous.","1 1/2 tasse de farine tout usage
1 tasse de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)*
2/3 tasse et 1 cuillère à table de sucre blanc granulé
2 cuillères à thé de poudre à pâte
1/2 cuillère à thé de bicarbonate de soude
1/4 cuillère à thé de sel
3/4 tasse de noix grillées grossièrement hachées
2/3 tasse et 1/4 tasse de jus d’orange Tropicana Pure Premium® ou de jus d’orange pur à 100 % Dole®
1/2 tasse de lait faible en gras 1 %
1 gros œuf
1/4 tasse (1/2 bâton) de margarine ou de beurre fondu et refroidi
","Pr&eacute;chauffer le four &agrave; 400 &deg;F. Vaporiser le fond seulement de 12 moules &agrave; muffins moyens avec de l&rsquo;a&eacute;rosol de cuisson, ou tapisser les moules avec des moules en papier.
Mettre la farine, le gruau, 2/3 tasse de sucre, la poudre &agrave; p&acirc;te, le bicarbonate de soude et le sel dans un grand bol. Ajouter 1/2 tasse de noix; bien m&eacute;langer. R&eacute;server.
Dans un bol moyen, battre 2/3 tasse de jus, le lait, l&rsquo;&oelig;uf et le beurre fondu avec un fouet ou une fourchette jusqu&rsquo;&agrave; ce que les ingr&eacute;dients soient bien incorpor&eacute;s. Ajouter le tout aux ingr&eacute;dients secs.
M&eacute;langer juste assez pour que les ingr&eacute;dients secs soient uniform&eacute;ment humides. (Ne pas trop m&eacute;langer.) R&eacute;partir &eacute;galement dans les moules &agrave; muffins graiss&eacute;s. Saupoudrer du quart de tasse de noix restantes.
Cuire 15 &agrave; 18 minutes ou jusqu&rsquo;&agrave; ce qu&rsquo;un cure-dents ins&eacute;r&eacute; au centre ressorte sec.
Retirer du four. Imm&eacute;diatement, r&eacute;partir &agrave; la cuill&egrave;re le quart de tasse de jus d&rsquo;orange restant sur les muffins.
Laisser reposer 5 minutes. Saupoudrer le sucre restant. D&eacute;mouler. Servir chaud.","Les noix peuvent &ecirc;tre remplac&eacute;es par des pacanes grill&eacute;es hach&eacute;es.
Les noix sont facultatives.
Variantes
*Si vous utiliser du gruau &agrave; l&rsquo;ancienne, ajouter 2 cuill&egrave;res &agrave; table de farine.
",15-20mins,15-20mins,,,"43,024,310",2,3,2015-12-10 14:56:02,304
3657,Crêpes au gruau irrésistibles ,https://www.quakeroats.ca/fr/recipes/crêpes-au-gruau-irrésistibles,Brunch,_2314_20Favourite_20Oatmeal_20Pancakes_0.jpg,"Voici un déjeuner classique qui vous rappellera à quel point la simplicité peut être merveilleuse… et délicieuse. Faites des crêpes au gruau épaisses comme celles de grand-maman et revenez à l’essentiel, ne serait-ce que pour un petit moment.","1 1/4 tasse de farine tout usage
1/2 tasse de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)
2 cuillères à thé de poudre à pâte
1/4 cuillère à thé de sel (facultatif)
1 1/4 tasse de lait écrémé
1 œuf légèrement battu
1 cuillère à table d'huile végétale
1 tasse de bleuets frais ou surgelés (ne pas décongeler)
1 banane moyenne mûre, réduite en purée, et 1/8 cuillère à thé de muscade moulue
3/4 tasse de pommes finement hachées, 1/4 tasse de noix hachées et 1/2 cuillère à thé de cannelle moulue
1/2 tasse de brisures de chocolat mi-sucré","Dans un grand bol, mettre la farine, le gruau, la poudre à pâte et le sel; bien mélanger. Dans un bol moyen, mettre le lait, l'œuf et l'huile; bien mélanger. Ajouter le tout aux ingrédients secs; mélanger juste assez pour que les ingrédients secs soient humides. (Ne pas trop mélanger.) 
Ajouter l'un des ingrédients facultatifs de votre choix; mélanger délicatement.
Préchauffer la poêle (ou le poêlon électrique) à feu moyen-élevé (ou à 375 °F).
Graisser légèrement la poêle. Pour chaque crêpe, verser 1/4 tasse de pâte à crêpe dans la poêle chaude.
Tourner la crêpe lorsque le dessus est couvert de bulles et les rebords sont cuits. Tourner une fois seulement.",,,,,,"43,024,310",3,5,2015-12-10 14:56:02,305
3658,Muffins nouveau départ,https://www.quakeroats.ca/fr/recipes/muffins-nouveau-départ,Brunch,Fresh_20Start_20Muffins-016_0.jpg,"Mariage de fraises et de bleuets. Succulents, les bleuets sont véritablement considérés comme un superaliment; ils devraient donc être bons pour vous. Quant aux fraises, tout le monde les aime. Combinez-les dans un muffin, et vous obtenez une collation incomparable que vous n’oublierez pas de sitôt.","1 1/2 tasse de farine tout usage
1 tasse de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)
1/2 tasse de sucre blanc granulé
1 cuillère à table de poudre à pâte
1 tasse de lait partiellement écrémé (1 %)
1/4 tasse d'huile végétale
1 œuf légèrement battu
1 cuillère à thé de vanille
1/2 tasse de bleuets frais
1/2 tasse de fraises fraîches tranchées
12 cuillères à thé d'un mélange de cannelle et de sucre, divisé
","Pr&eacute;chauffer le four &agrave; 400 &ordm;F. Tapisser 12 moules &agrave; muffins moyens de moules en papier.
Dans un grand bol, combiner la farine, le gruau, le sucre et la poudre &agrave; p&acirc;te; bien m&eacute;langer. Dans un petit bol, combiner le lait, l'huile, l'&oelig;uf et la vanille; bien m&eacute;langer. Ajouter aux ingr&eacute;dients secs d'un seul trait; remuer juste assez pour que les ingr&eacute;dients secs soient humides. (Ne pas trop m&eacute;langer.) Incorporer d&eacute;licatement les bleuets et les fraises.
Remplir aux trois quarts les moules &agrave; muffins. Saupoudrer chaque muffin d'une cuill&egrave;re &agrave; th&eacute;&nbsp;de cannelle-sucre.
Cuire de 18 &agrave; 20 minutes ou jusqu'&agrave; coloration dor&eacute;e. Laisser refroidir sur une grille, sans d&eacute;mouler, pendant 5 minutes; d&eacute;mouler. Servir chaud.",,,,,,"43,024,310",3,18,2015-12-10 14:56:02,306
3660,Crêpes nourrissantes aux bananes et au gruau,https://www.quakeroats.ca/fr/recipes/crêpes-nourrissantes-aux-bananes-et-au-gruau,Brunch,Hearty_20Banana_20Oat_20Flapjacks-017-2-min_0.jpg,"Inviter des amis pour une soirée pyjama et renouer avec eux est agréable à tout âge. C&rsquo;est pourquoi, le matin, vous devriez être assis à la table à rigoler en vous rappelant des souvenirs au lieu de chercher quoi faire pour déjeuner. Faciles à préparer, ces crêpes fruitées ont un goût suffisamment riche pour créer de nouveaux moments à partager.","2 grosses bananes mûres, pelées et coupées en rondelles
1 cuillère à table de sucre blanc granulé
1 tasse de farine tout usage
1/2 tasse de Gruau gros flocons à 100% de grains entiers Quaker® ou de Gruau rapide a 100% de grains entiers Quaker® (non cuit)
1 cuillère à table de poudre à pâte
1/4 cuillère à thé de cannelle moulue
1/4 cuillère à thé de sel (facultatif)
1 tasse de lait écrémé
1 œuf légèrement battu
2 cuillères à table d'huile végétale
Sirop Aunt Jemima® chaud
Tranches de bananes (facultatif)
Noix ou pacanes grossièrement hachées (facultatif)
","Dans un bol de format moyen, combiner les tranches de bananes et le sucre; remuer pour bien enrober les bananes. R&eacute;server.
Dans un grand bol, combiner la farine, le gruau, la poudre &agrave; p&acirc;te, la cannelle et, au go&ucirc;t, le sel; bien m&eacute;langer.
Dans un bol moyen, mettre le lait, l&rsquo;&oelig;uf et l&rsquo;huile; bien m&eacute;langer.
Ajouter aux ingr&eacute;dients secs, en une fois; remuer jusqu'&agrave; ce que les ingr&eacute;dients secs soient humides. (Ne pas trop m&eacute;langer.)
Chauffer une cr&ecirc;pi&egrave;re &agrave; feu moyen-&eacute;lev&eacute; (ou pr&eacute;chauffer une plaque chauffante &eacute;lectrique &agrave; 375 &deg;F). Graisser l&eacute;g&egrave;rement.
Pour chaque cr&ecirc;pe, verser 1/4 tasse de p&acirc;te &agrave; cr&ecirc;pe sur la plaque ou la cr&ecirc;pi&egrave;re.
Garnir de quatre ou cinq tranches de bananes enrob&eacute;es de sucre.
Retourner les cr&ecirc;pes lorsque le dessus est couvert de bulles et que les rebords sont cuits.
Servir avec le sirop chaud, des tranches de bananes et des noix additionnelles.",,,,,,"43,024,310",3,5,2015-12-10 14:56:02,307
3661,"Pain au thé, au citron et au miel ",https://www.quakeroats.ca/fr/recipes/pain-au-thé-au-citron-et-au-miel,Brunch,Honey_20Lemon_20Tea_20Loaf-021_0.jpg,"Le thé au citron et au miel est délicieux. Offrez maintenant cette succulente saveur dans un dessert. Que vous le dégustiez seul ou que vous le serviez à vos invités, ce pain couronne à merveille un agréable souper.","1 contenant de 6 onces de yogourt au citron faible en gras ou sans gras
2/3 tasse de thé vert ou noir très fort, à la température de la pièce
1/2 tasse de miel
3 cuillères à table d’huile de canola
1 œuf
1 1/2 tasse de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)
1 1/2 tasse de farine de blé entier
1 cuillère à table de zeste de citron
1 cuillère à table de poudre à pâte
1/2 cuillère à thé de bicarbonate de soude
1/2 cuillère à thé de sel
","Pr&eacute;chauffer le four &agrave; 350 &deg;F. Vaporiser l&eacute;g&egrave;rement de l&rsquo;a&eacute;rosol de cuisson antiadh&eacute;sif sur deux moules &agrave; pain jetables en aluminium (8 1/2 po x 4 po ou 8 po x 3 3/4 po).
Dans un grand bol, mettre le yogourt, le th&eacute;, le miel, l&rsquo;huile et l&rsquo;&oelig;uf; bien m&eacute;langer avec un fouet en m&eacute;tal ou une fourchette. Ajouter en remuant le gruau et laisser reposer 10 minutes.
Dans un bol moyen, mettre la farine, le zeste de citron, la poudre &agrave; p&acirc;te, le bicarbonate de soude et le sel; bien m&eacute;langer. Ajouter au m&eacute;lange de gruau; m&eacute;langer juste assez pour que les ingr&eacute;dients secs soient humides. (Ne pas trop m&eacute;langer.) Verser dans les moules.
Cuire 30 &agrave; 35 minutes ou jusqu&rsquo;&agrave; ce qu'un cure-dents ins&eacute;r&eacute; au centre de la miche ressorte avec quelques miettes humides.
Laisser refroidir compl&egrave;tement sur une grille, sans d&eacute;mouler. Se conserve jusqu'&agrave; 3 jours dans un emballage herm&eacute;tique. &Eacute;tiqueter et mettre au cong&eacute;lateur pour conserver plus longtemps.","Pour pr&eacute;parer un th&eacute; tr&egrave;s fort, porter 2/3 de tasse d'eau &agrave; forte &eacute;bullition. Verser l'eau bouillante sur 2 sachets de th&eacute;. Laisser le th&eacute; vert infuser 1 1/2 minute et le th&eacute; noir 4 minutes. Retirer les sachets. Laisser refroidir &agrave; la temp&eacute;rature de la pi&egrave;ce avant d'utiliser.

Dans le cas de moules &agrave; pain r&eacute;utilisables, laisser refroidir les miches 10 minutes dans les moules. D&eacute;tacher le pain des parois du moule avec une spatule en m&eacute;tal &eacute;troite ou un couteau. Mettre sur une grille. Laisser refroidir compl&egrave;tement.",15 mins,30 mins,,,"43,024,310",2,3,2015-12-10 14:56:02,308
3662,Muffins au gruau miel-lime,https://www.quakeroats.ca/fr/recipes/muffins-au-gruau-miel-lime,Brunch,Honey_20Lime_20Oat_20Muffins-012_0.jpg,Le goût rafraîchissant de la lime est combiné à la douceur du miel pour vous offrir un muffin nouveau genre. Cette succulente gourmandise se déguste en tout temps entre les repas.,"1 tasse de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)
1 contenant de 8 onces de yogourt nature sans gras ou faible en gras
1/2 tasse de miel
1/4 tasse de lait écrémé
3 cuillères à table de margarine ou de beurre fondu
2 cuillères à thé de zeste de lime
2 blancs d'œuf ou 1 œuf légèrement battu
1 1/2 tasse de farine tout usage
2 cuillères à thé de poudre à pâte
1/2 cuillère à thé de bicarbonate de soude
1/4 cuillère à thé de sel (optionnel)
3/4 tasse de sucre en poudre
4 cuillères à thé de jus de lime
cuillère à thé de zeste de lime
","Pr&eacute;chauffer le four &agrave; 375 &deg;F. Tapisser 12&nbsp;moules &agrave; muffins moyens avec des moules en papier ou vaporiser de l&rsquo;a&eacute;rosol de cuisson sur le fond des moules.
Pour les muffins, mettre dans un grand bol le gruau, le yogourt, le miel, le lait, la margarine et le zeste de lime; bien m&eacute;langer. Laisser reposer 10 minutes. Ajouter en remuant les blancs d&rsquo;&oelig;uf jusqu&rsquo;&agrave; ce que tous les ingr&eacute;dients soient incorpor&eacute;s. Dans un bol moyen, mettre la farine, la poudre &agrave; p&acirc;te, le bicarbonate de soude et le sel; bien m&eacute;langer.
Ajouter le tout au m&eacute;lange de gruau; m&eacute;langer juste assez pour que les ingr&eacute;dients secs soient humides. (Ne pas trop m&eacute;langer.)
Remplir presque &agrave; ras bord les moules &agrave; muffins. Cuire 20 &agrave; 24 minutes ou jusqu&rsquo;&agrave; coloration dor&eacute;e. Laisser les muffins refroidir sur une grille, sans d&eacute;mouler, pendant 5 minutes. D&eacute;mouler. Laisser refroidir 10 minutes.
Pour le gla&ccedil;age, mettre tous les ingr&eacute;dients dans un petit bol; m&eacute;langer jusqu&rsquo;&agrave; consistance lisse. Tremper le dessus des muffins dans le gla&ccedil;age. Servir chaud.&nbsp;&nbsp;","
&nbsp;",,,,,"43,024,310",3,3,2015-12-10 14:56:02,309
3663,Muffins citron-bleuets au gruau,https://www.quakeroats.ca/fr/recipes/muffins-citron-bleuets-au-gruau,Brunch,Lemon_20Blueberry_20Oatmeal_20Muffins-007-min_0.jpg,"Ce serait agréable de pouvoir déguster en famille des crêpes ou des œufs et du bacon chaque matin. En réalité, il peut difficilement en être ainsi. Mais, en préparant une recette de ces muffins le dimanche soir, toute la maisonnée aura de délicieux déjeuners aux fruits pour la semaine.","3/4 tasse de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)
2 cuillères à table de cassonade bien tassée
1 tasse de farine tout usage (ajouter 2 cuillères à table si vous utilisez du gruau à l’ancienne)
1/2 tasse de sucre blanc granulé
1 cuillère à table de poudre à pâte
1/4 cuillère à thé de sel (facultatif)
1 tasse de lait écrémé
2 blancs d’œuf légèrement battus
2 cuillères à table d’huile végétale
1 cuillère à thé de zeste de citron
1 cuillère à thé de vanille
1 tasse de bleuets frais ou surgelés (ne pas décongeler)
","Pr&eacute;chauffer le four &agrave; 400 &deg;F. Tapisser 12 moules &agrave; muffins moyens avec des moules en papier. Pour la garniture, m&eacute;langer 1/4 tasse de gruau et la cassonade; mettre de c&ocirc;t&eacute;.
Pour les muffins, mettre 1 1/2 tasse de gruau avec le reste des ingr&eacute;dients secs dans un grand bol; bien m&eacute;langer. Dans un petit bol, mettre le lait, les blancs d&rsquo;&oelig;uf, l&rsquo;huile, le zeste de citron et la vanille; bien m&eacute;langer.
Ajouter aux ingr&eacute;dients secs; m&eacute;langer jusqu&rsquo;&agrave; ce que les ingr&eacute;dients secs soient humides. Ajouter les bleuets en remuant d&eacute;licatement. Remplir les moules &agrave; muffins presque &agrave; ras bord; saupoudrer de garniture.
Cuire 20 &agrave; 24 minutes ou jusqu&rsquo;&agrave; coloration dor&eacute;e. Laisser les muffins refroidir sur une grille, sans d&eacute;mouler, pendant 5 minutes; d&eacute;mouler. Servir chaud.",,,,,,"43,024,310",2,34,2015-12-10 14:56:02,310
3664,Biscuits au gruau marbrés aux brisures de chocolat,https://www.quakeroats.ca/fr/recipes/biscuits-au-gruau-marbrés-aux-brisures-de-chocolat,Brunch,MarbledChocolateChipOatmealCookies.jpg,"Tout le monde aime les biscuits fraîchement sortis du four. Ils ensoleillent les jours de pluie et le sac-repas. Sans compter que leur odeur qui embaume la maison fait du retour à la maison un merveilleux moment à tout coup. Faciles et rapides à faire, ces biscuits offrent un petit quelque chose de plus : leur impressionnante apparence marbrée vous donnera l’air d’une pro!","1 livre (4 bâtons) de margarine ou de beurre à température ambiante
2 tasses de sucre blanc granulé
1 tasse de cassonade bien tassée
4 œufs
1 cuillère à table de vanille
4 1/4 tasses de farine tout usage divisées
2 cuillères à thé de bicarbonate de soude
1 cuillère à thé de sel (facultatif)
1/2 tasse de cacao à pâtisserie
2 tasses de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)
2 tasses (12 onces) de brisures de chocolat mi-sucré
","Dans un grand bol, battre le beurre, la cassonade et le sucre jusqu&rsquo;&agrave; consistance cr&eacute;meuse. Ajouter les &oelig;ufs et la vanille; bien m&eacute;langer. Ajouter 4 tasses de farine, le bicarbonate de soude et le sel combin&eacute;s; bien m&eacute;langer.
R&eacute;partir la p&acirc;te &eacute;galement dans deux bols. Ajouter le cacao dans un bol et le quart de tasse de farine restante dans l&rsquo;autre bol; bien m&eacute;langer.
Ajouter 1 tasse de brisures de chocolat et 1 tasse de gruau dans chaque bol; bien m&eacute;langer. Couvrir et r&eacute;frig&eacute;rer les deux p&acirc;tes 2 heures.
Pr&eacute;chauffer le four &agrave; 375 &deg;F. Pour faire les biscuits, pr&eacute;lever une petite portion de chacune des p&acirc;tes; garder le reste au r&eacute;frig&eacute;rateur.
M&eacute;langer 1 cuill&egrave;re &agrave; table de chaque p&acirc;te, en les entrem&ecirc;lant pour former un seul biscuit marbr&eacute;. Disposer &agrave; intervalles de 2 pouces sur des plaques &agrave; biscuits non graiss&eacute;es.
Cuire 10 &agrave; 11 minutes ou jusqu&rsquo;&agrave; coloration dor&eacute;e. Laisser refroidir 2 minutes sur les plaques &agrave; biscuits; mettre sur une grille. Laisser refroidir compl&egrave;tement. Conserver dans un contenant bien ferm&eacute;.",,,,,,"43,024,310",3,1,2015-12-10 14:56:02,311
3665,Muffins épicés à la mélasse et au gruau,https://www.quakeroats.ca/fr/recipes/muffins-épicés-à-la-mélasse-et-au-gruau,Brunch,Molasses_20Spice_20Oatmeal_20Muffins-047_0.jpg,"Ces muffins sont tout indiqués pour déjeuner rapidement ou pour accompagner le thé de l&rsquo;après-midi. Le secret? La mélasse, cet ingrédient que renferment bien des recettes transmises de génération en génération. Autrefois, elle était utilisée pour remplacer le sucre devenu une denrée rare. Aujourd&rsquo;hui, nous savons qu&rsquo;une cuillère à thé de mélasse contient presque la même quantité de calcium qu&rsquo;un verre de lait. Un bienfait de plus lorsqu&rsquo;on cuisine des gâteries sucrées, mais pas trop sucrées.","1/2 tasse de farine tout usage
1 tasse de farine de blé entier
1 tasse de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)
1/4 tasse de cassonade bien tassée
2 cuillères à thé de poudre à pâte
1 cuillère à thé de gingembre moulu
1 cuillère à thé de cannelle moulue
3/4 cuillère à thé de bicarbonate de soude
1/4 cuillère à thé de piment de Jamaïque
1/3 tasse de lait écrémé
1/4 tasse de mélasse
2 cuillères à table d’huile végétale
1 œuf légèrement battu
1 tasse de compote de pommes
1/4 tasse de sucre en poudre
1 à 3 cuillères à thé de jus d’orange
1 cuillère à thé de Tropicana Pure Premium® ou de jus d’orange pur à 100 % Dole®
1/2 cuillère à thé de zeste d’orange
","Pr&eacute;chauffer le four &agrave; 400 &deg;F. Tapisser 12 moules &agrave; muffins moyens avec des moules en papier ou vaporiser de l&rsquo;a&eacute;rosol de cuisson sur le fond des moules.
Pour les muffins, mettre tous les ingr&eacute;dients secs dans un grand bol; bien m&eacute;langer. Dans un bol moyen, mettre le lait, la m&eacute;lasse, l&rsquo;huile et l&rsquo;&oelig;uf; bien m&eacute;langer.
Ajouter en remuant la compote de pommes. Ajouter le tout aux ingr&eacute;dients secs; m&eacute;langer juste assez pour que les ingr&eacute;dients secs soient humides. (Ne pas trop m&eacute;langer.)
Remplir presque &agrave; ras bord les moules &agrave; muffins. Cuire 22 &agrave; 25 minutes ou jusqu&rsquo;&agrave; ce qu&rsquo;un cure-dents ins&eacute;r&eacute; au centre ressorte avec quelques miettes humides.
Laisser les muffins refroidir sur une grille, sans d&eacute;mouler, pendant 5 minutes; d&eacute;mouler.
Pour le gla&ccedil;age, mettre tous les ingr&eacute;dients dans un petit bol; m&eacute;langer jusqu&rsquo;&agrave; consistance lisse. R&eacute;partir sur le dessus des muffins. Servir chaud.",,,,,,"43,024,310",2,6,2015-12-10 14:56:02,312
3667,Muffins au son d’avoine,https://www.quakeroats.ca/fr/recipes/muffins-au-son-d’avoine,Brunch,Oat_20Bran_20Muffins-017_0.jpg,"Les muffins-déjeuners au son d’avoine Quaker sont un bon moyen d’éviter les gourmandises très caloriques offertes dans les cafés. Et ils sont si faciles à faire que vous pouvez préparer une fournée en 20 minutes. Des muffins simples, délicieux et faits comme vous les aimez.","2 tasses de gruau au son d’avoine QUAKER (non cuit)
1/4 tasse de cassonade bien tassée
2 cuillères à thé de poudre à pâte
1/2 cuillère à thé de sel
1 tasse de lait écrémé ou de lait 2 %
2 blancs d’œuf légèrement battus
1/4 tasse de miel ou de mélasse
2 cuillères à table d’huile végétale
1 tasse de raisins secs
1/4 tasse de noix hachées
","Pr&eacute;chauffer le four &agrave; 425 &deg;F.
Tapisser 12 moules &agrave; muffins moyens avec des moules en papier ou vaporisez de l&rsquo;a&eacute;rosol de cuisson antiadh&eacute;sif sur le fond des moules. Incorporer les ingr&eacute;dients secs; bien m&eacute;langer. Ajouter le lait, les blancs d&rsquo;&oelig;uf, le miel et l&rsquo;huile; m&eacute;langer juste assez pour que les ingr&eacute;dients secs soient humides. Ajouter les noix et les raisins secs, m&eacute;langer juste assez pour incorporer les ingr&eacute;dients.
*Remplir aux trois quarts les moules &agrave; muffins pr&eacute;par&eacute;s. Cuire 15 &agrave; 17 minutes ou jusqu&rsquo;&agrave; coloration dor&eacute;e.","Variantes
Ajouter &agrave; la p&acirc;te 1/2 tasse de bleuets frais ou surgel&eacute;s ou 1/2 tasse de banane m&ucirc;re en pur&eacute;e (1 banane moyenne).",,,,,,2,10,2015-12-10 14:56:02,313
