ID,Title,Link,Image,Description,Ingredients,Directions,Prep Time,Cook Time,Video,Related Recipes,Average Ratings,Num Ratings,Date
5058,Fro-Yo Bites,https://www.tostitos.ca/recipes/fro-yo-bites,recipe_hd_froyo-bites_0.jpg,"Create the tastiest&nbsp;Fro-Yo Bites, Tostitos&reg; own Frozen Yogurt Recipe with step-by-step instructions. Make the best Frozen Yogurt Recipe for any occasion.","Frozen yogurt (any flavour)
Chocolate syrup
1 bag Tostitos® Scoops!® tortilla chips","Spoon frozen yogurt into Scoops!®, top with chocolate syrup and enjoy!",5 minutes,,https://www.youtube.com/watch?v=s1E7RpNrlS0,"creamy-cinnamon-fruit-scoops,bug-bites,smore-bites",5,3,2016-02-11 13:31:52
5059,Goat Cheese and Herb Bites,https://www.tostitos.ca/recipes/goat-cheese-and-herb-bites,recipe_hd_goat-cheese-and-herb-bites.jpg,"Create the tastiest&nbsp;Goat Cheese and Herb Bites, Tostitos&reg; own Goat Cheese Appetizer with step-by-step instructions. Make the best Goat Cheese Appetizer for any occasion.","10 chives, finely chopped
3 sprigs mint leaves, chopped
5 leaves fresh basil, chopped
2 cups goat cheese, softened
3 sprigs flat leaf parsley, leaves chopped
 1/2 cup extra virgin olive oil
Salt and pepper to taste
1 bag Tostitos® Multigrain Rounds tortilla chips","Combine the ingredients in a medium&#8209;size bowl.
Top the chips with the goat cheese and herb topping, and serve.",10 minutes,,,"mozzarella-boulettes,cold-melon-salsa,pomegranate-guacamole",4,2,2016-02-11 13:31:52
5060,Herbed Feta Dip,https://www.tostitos.ca/recipes/herbed-feta-dip,recipe_hd_herbed-feta-dip_0.jpg,"Create the tastiest&nbsp;Herbed Feta Dip, Tostitos&reg; own Feta Cheese Dip Recipe with step-by-step instructions. Make the best Feta Cheese Dip Recipe for any occasion."," 3/4 cup finely crumbled feta cheese
 1/2 cup light sour cream
 1/2 cup light mayonnaise
2 tbsp minced fresh parsley
1 tbsp minced fresh oregano (or  1/2 tsp/2 ml dried)
1 small clove garlic, minced
Dash hot pepper sauce
1 bag Tostitos® Bite Size Rounds tortilla chips","In a bowl, combine feta cheese, sour cream, mayonnaise, parsley, oregano, garlic and hot pepper sauce.",5 minutes,,,"snappy-salsa-bacon-dip,baked-salsa-ham-rollups,blue-cheese-and-chive-dip",3,4,2016-02-11 13:31:52
5061,Italian Chicken Dip,https://www.tostitos.ca/recipes/italian-chicken-dip,recipe_hd_italian-chicken-dip.jpg,"Create the tastiest&nbsp;Italian Chicken Dip, Tostitos&reg; own Buffalo Chicken Dip Recipe with step-by-step instructions. Make the best Buffalo Chicken Dip Recipe for any occasion.","1 roasted chicken
1 onion, diced
1 green pepper, diced
1 cup mozzarella cheese, grated
1 cup cheddar cheese, grated
 1/2 tsp salt
 1/2 tsp cayenne pepper
 1/2 tsp hot sauce
Sour cream
 1/2 cup Tostitos® Salsa
1 bag Tostitos® Restaurant Style tortilla chips","Preheat oven to 350° F.
Flake and cut up the cooked chicken meat.
Sauté chicken in a pan with onion and green peppers.
Add a dash of salt, cayenne pepper and hot sauce for flavour.
Place chips in an ovenproof flat dish.
Generously sprinkle chicken mixture.
Top with the two cheeses evenly and bake at 350° F for 10 minutes.
Serve with sour cream and Tostitos® Salsa.",20 minutes,,,"hot-cheese-bake,herbed-feta-dip,chorizo-and-manchego-cheese-party-nachos",3,2,2016-02-11 13:31:52
5062,Mexi-Salad,https://www.tostitos.ca/recipes/mexi-salad,recipe_hd_mexisalad.jpg,"Create the tastiest&nbsp;Mexi-Salad, Tostitos&reg; own Corn Salad Recipe with step-by-step instructions. Make the best Corn Salad Recipe for any occasion.","1 bag prewashed lettuce
1 cup fresh corn
1 can black beans (rinsed)
2 avocados, coarsely chopped
 1/2 cup crumbled feta cheese
chopped green (or red) onion
1 bag Tostitos® Multigrain Rounds tortilla chips, coarsely broken
1 jar Tostitos® Salsa","Mix all ingredients together.
Serve immediately.",10 minutes,,,"avocado-lime-and-black-bean-salsa,savoury-veggie-nachos,caesar-scoopsr",3,3,2016-02-11 13:31:52
5063,Pomegranate Guacamole,https://www.tostitos.ca/recipes/pomegranate-guacamole,recipe_hd_pomegranate-guacamole_0.jpg,"Create the tastiest&nbsp;Pomegranate Guacamole, Tostitos&reg; own Pomegranate Guacamole with step-by-step instructions. Make the best Pomegranate Guacamole for any occasion.","2 Ripe avocados, skin and pit removed
1 pomegranate, seeded
Zest and juice of 1 lime
1 small red onion, finely chopped
1 large jalapeño pepper, seeded and finely chopped
1 clove garlic, finely chopped or grated
Salt to taste
1 bag Tostitos® Bite Size Rounds Tortilla Chips","In a medium&#8209;size mixing bowl, mash the avocado and mix in the lime zest and juice, red onion, jalapeño, garlic and salt.
Stir in the pomegranate seeds and serve.",15 minutes,,,"chipotle-salsa,sloppy-salsa-joes,tomato-avocado-salsa",4,1,2016-02-11 13:31:52
5064,S'more Bites,https://www.tostitos.ca/recipes/smore-bites,recipe_hd_smore-bites_1.jpg,"Create the tastiest&nbsp;S&#39;more Bites, Tostitos&reg; own S&#39;more Chips Recipe with step-by-step instructions. Make the best S&#39;more Chips Recipe for any occasion.","1 cup chocolate chips
1 cup mini marshmallows
 1/2 bag Tostitos® Multigrain Rounds tortilla chips","Layer together on baking sheet and bake at 400° F for 5&#8209;8 minutes until marshmallows and chocolate are softly melting.
Enjoy!",5 minutes,,,"baked-maple-brie,bug-bites,froyo-bites",4,5,2016-02-11 13:31:52
5065,Sloppy Salsa Joes,https://www.tostitos.ca/recipes/sloppy-salsa-joes,recipe_hd_sloppy-salsa-joes.jpg,"Create the tastiest&nbsp;Sloppy Salsa Joes, Tostitos&reg; own Easy Sloppy Joe Recipe with step-by-step instructions. Make the best Easy Sloppy Joe Recipe for any occasion.","1 lb lean ground beef
1  onion, chopped
 1/2  green pepper, chopped
 1/2 tsp chilli powder
 1/4 cup tomato juice
2 cups Tostitos® Salsa
1 bag Tostitos® Restaurant Style tortilla chips","In non&#8209;stick skillet, sauté beef over medium&#8209;high heat, breaking up with spoon, until no longer pink, about 5 minutes.
Drain off any fat.
Add onion, green pepper and chilli powder; cook over medium heat, stirring often, until onion is softened, about 5 minutes.
Stir in Tostitos® Salsa and tomato juice; bring to a boil.
Reduce heat and simmer for 5 minutes.
Spoon meat mixture on Tostitos® Restaurant Style tortilla chips and serve.",20 minutes,,,"chili-cheesy-nachos,blue-cheese-and-chive-dip,chorizo-and-manchego-cheese-party-nachos",4,1,2016-02-11 13:31:52
5066,Spicy Yogurt Cucumber Dip,https://www.tostitos.ca/recipes/spicy-yogurt-cucumber-dip,recipe_hd_spicy-yogurt-cucumber-dip_0.jpg,"Create the tastiest&nbsp;Spicy Yogurt Cucumber Dip, Tostitos&reg; own Cucumber Yogurt Dip with step-by-step instructions. Make the best Cucumber Yogurt Dip for any occasion.","2 cups diced cucumber
2 cups plain yogurt
 1/2 cup chopped walnuts
 1/2 cup raisins
 1/2 tsp cayenne pepper
 1/2 tbsp dried dill
1 tsp garlic powder
salt & pepper to taste
1 bag Tostitos® Organic Blue Corn tortilla chips",Combine all ingredients in a bowl.,10 minutes,,,"buffalo-mozzarella-bites,salsa-spinach-dip,caesar-scoopsr",4,2,2016-02-11 13:31:52
5067,Tomato Avocado Salsa,https://www.tostitos.ca/recipes/tomato-avocado-salsa,recipe_hd_tomato-avocado-salsa_0.jpg,"Create the tastiest&nbsp;Tomato Avocado Salsa, Tostitos&reg; own Avocado Tomato Salsa with step-by-step instructions. Make the best Avocado Tomato Salsa for any occasion.","1 diced medium avocado
1 tbsp fresh lime juice
1 tbsp olive oil
3 tbsp finely chopped fresh cilantro
salt & pepper
1 jar Tostitos® Salsa
1 bag Tostitos® Organic Blue Corn tortilla chips","Mix Tostitos® Salsa with avocado, lime juice, olive oil and cilantro.
Season with salt and pepper.
Chill until serving.",15 minutes,,,"tasty-taco-bean-dip,garden-lime-dip,cranberryavocado-scoopsr",4,1,2016-02-11 13:31:52
5068,Western Omelet Bites,https://www.tostitos.ca/recipes/western-omelet-bites,recipe_hd_western-omelet-bites.jpg,"Create the tastiest&nbsp;Western Omelet Bites, Tostitos&reg; own Western Omelet with step-by-step instructions. Make the best Western Omelet for any occasion.","3 eggs
 1/2 bell pepper, diced
 1/2 onion, diced
5 chopped mushrooms
1 cup grated cheddar cheese
1 jar Tostitos® Salsa
1 bag Tostitos® Scoops!® tortilla chips","Scramble eggs with all vegetables.
Place a spoonful of egg mixture into Scoops!® and top with salsa and grated cheese.
Place in oven for few minutes until cheese has melted.
Serve immediately.",20 minutes,,,"caesar-scoopsr,blue-cheese-scoopsr,italian-chicken-dip",3,2,2016-02-11 13:31:52
5069,White Garlic Dip,https://www.tostitos.ca/recipes/white-garlic-dip,v2.jpg,"Create the tastiest&nbsp;White Garlic Dip, Tostitos&reg; own Garlic Dip with step-by-step instructions. Make the best Garlic Dip for any occasion.","1 cup low-fat mayonnaise
1 cup low-fat sour cream
Juice of 3 limes
4 cloves garlic, crushed
1  1/2 cups finely chopped fresh cilantro
1  1/2 cups finely chopped shallots
5 tsp hot pepper sauce, or to taste
Salt and freshly ground white pepper to taste
1 bag Tostitos® Organic Blue Corn tortilla chips","In a medium bowl, combine mayonnaise and sour cream.
Add lime juice, garlic, cilantro, shallots, hot pepper sauce, salt and pepper.
Chill until serving.",20 minutes,,,"savoury-veggie-nachos,garden-gazpacho-dip,mexisalad",4,2,2016-02-11 13:31:52
5070,Chorizo and Manchego Cheese Party Nachos,https://www.tostitos.ca/recipes/chorizo-and-manchego-cheese-party-nachos,recipe_hd_chorizo-and-manchego-cheese-party-nachos.jpg,"Create the tastiest Chorizo and Manchego Cheese Party Nachos, Tostitos&reg; own Chorizo and Manchego Cheese Party Nachos Recipe with step-by-step instructions. Make the best Chorizo and Manchego Cheese Party Nachos for any occasion.","2 cloves garlic, minced
4 raw chorizo sausages
1 1/2 cups shredded Cheddar Blend cheese
 1/2 cup Manchego cheese crumbled
1 tomato seeded and diced
1 yellow pepper, diced
1 red onion, sliced
1 cup black olives, sliced
1 or 2 jalapenos, thinly sliced (optional)
1 bag Tostitos Cantina® Extra Thick tortilla chips
1 jar Tostitos® Salsa","Preheat oven to 350° F.
Remove casings from the sausages.
Crumble the sausage meat into a hot frying pan and saute breaking up the meat with a spoon until starting to brown.
Add the minced garlic and cook for 2 more minutes.
Remove from heat, drain the excess fat and set aside.
Spread  1/2 the Tostitos onto a large ovenproof dish and scatter with  1/2 of all the ingredients.
Spread a second layer of chips and scatter with all the remaining toppings finishing with the cheeses.
Bake on center rack of oven for 12–15 mins.
Serve with salsa and sour cream.",20 minutes,,,"black-bean-nachos,savoury-veggie-nachos,sloppy-salsa-joes",4,1,2016-02-11 13:31:52
5071,Breakfast Burrito,https://www.tostitos.ca/recipes/breakfast-burrito,recipe_breakfast-burrito.png,"Create the tastiest Breakfast Burrito, Tostitos&reg; own Breakfast Burrito Recipe with step-by-step instructions. Make the best Breakfast Burrito for any occasion.","2 eggs
2 tbsp milk
 1/2 small sweet green pepper, seeded and diced
2 tbsp shredded cheddar cheese
1 small flour tortilla
Pinch of salt and pepper
2 tbsp Tostitos® Salsa","Whisk eggs, milk, green pepper, salt and pepper in small bowl.
Spray skillet with cooking spray.
Heat skillet over medium&#8209;high heat until hot enough to sizzle a drop of water.
Pour in egg mixture and immediately reduce heat to medium&#8209;low.
As eggs begin to set, gently move spatula across bottom and side of skillet to form large, soft curds.
Cook until eggs are thickened and no visible liquid egg remains, but the eggs are not dry.
Sprinkle with cheese.
Spoon the eggs in the centre of the tortilla and top with Tostitos® Salsa.
Fold up the bottom and then the sides to enclose filling.",5 minutes,,,"mexisalad,tomato-avocado-salsa,western-omelet-bites",3,5,2016-02-11 13:31:52
5072,One-bite Fish Tacos,https://www.tostitos.ca/recipes/one-bite-fish-tacos,recipe_hd_onebite-fish-tacos.jpg,"Create the tastiest One-bite Fish Tacos, Tostitos&reg; own Fish Tacos Recipe with step-by-step instructions. Make the best One-bite Fish Tacos for any occasion."," 1/4 cup sour cream
2 tbsp water
1 tsp lime zest
2 serrano chilies,de-seeded and minced
1 cup coarsely grated red cabbage
 1/4 cup coarsely grated red onion
2 tbsp lime juice
⅓ cup all-purpose flour
 1/2 tsp salt
300 g boneless cod fillet
2 tbsp canola oil
 1/2 cup finely diced pineapple
40 cilantro leaves
1 bag Tostitos® Scoops!® tortilla chips","Stir sour cream with water, lime zest and chilies in a small bowl. Set aside.
Combine cabbage with onion and lime juice in a medium bowl. Set aside.
Stir flour with salt in a medium bowl. Season with pepper.
Cut cod fillet into  1/2&#8209;in. cubes.
Toss with fl our mixture until completely coated.
Heat a large non&#8209;stick frying pan over medium&#8209;high. Add oil, then cod.
Cook until browned, 1 to 2 min. per side.
Remove from heat.
Assemble tacos by filling Tostitos® Scoops!® tortilla chips with pineapple, then cabbage slaw, then cod. Top with sour cream mixture, then cilantro leaf. Serve immediately.",35 minutes,,,"salmon-cheese-bites,brie-bites-three-ways,summer-mango-salsa-with-flaked-salmon",3,1,2016-02-11 13:31:52
5073,Asian Salad Scoops!®,https://www.tostitos.ca/recipes/asian-salad-scoops®,recipe_hd_asian-salad-scoops.jpg,"Create the tastiest&nbsp;Asian Salad Scoops, Tostitos&reg; own Asian Salad Scoops Recipe with step-by-step instructions. Make the best Asian Salad Scoops Recipe for any occasion."," 1/2 lb (250 g) lean ground beef
2 tbsp hoisin sauce
 1/4 cup shredded lettuce
 1/4 cup matchstick carrots
 1/4 cup finely chopped mango
 1/4 cup chopped fresh cilantro (optional)
2 tbsp sour cream
1 tbsp sweet Thai chili sauce
40 ( 1/2 bag) Tostitos® Scoops!® Tortilla Chips","Set a medium nonstick skillet over medium&#8209;high heat.
Crumble in the beef.
Cook, stirring and breaking into small pieces, for 5 minutes or until browned.
Stir in the hoisin.
Cook for 3 minutes or until cooked through.
Cool slightly.
Arrange the Tostitos® Scoops!® Tortilla Chips on a serving platter.
Divide the beef evenly between the chips.
Top with lettuce, carrot, mango and cilantro (if using).
Stir the sour cream with chili sauce.
Dollop over each chip.
Serve immediately.
Makes 40 bites.
Tip: Prepared matchstick carrots can be found in the produce section near the coleslaw.",15 minutes,,,"chili-cheesy-nachos,spicy-cheese-with-ground-beef,onebite-fish-tacos",5,3,2016-02-11 13:31:52
5074,Baked Hawaiian Skillet Nachos,https://www.tostitos.ca/recipes/baked-hawaiian-skillet-nachos,recipe_hd_baked-hawaiian-skillet-nachos.jpg,"Create the tastiest&nbsp;Baked Hawaiian Skillet Nachos, Tostitos&reg; own Baked Hawaiian Skillet Nachos Recipe with step-by-step instructions. Make the best Baked Hawaiian Skillet Nachos Recipe for any occasion.","4 cups shredded chicken
2  1/2 cups smoky BBQ sauce
1 cup chopped pineapple
1 cup chopped red pepper
1 cup chopped red onion
3 cups shredded mozzarella cheese
 1/2 cup chopped green onion or fresh cilantro
1 bag Tostitos® Restaurant Style Tortilla Chips","Toss the chicken with the BBQ sauce, pineapple, red pepper and red onion.
Layer one&#8209;third the Tostitos® Restaurant Style Tortilla Chips, chicken mixture and mozzarella in an ovenproof skillet.
Repeat layers twice.
Bake at 400° F (200° C) for 15 minutes or until the cheese is melted.
Let stand for 5 minutes before serving.
Sprinkle with green onion or cilantro.
Makes 8 servings.
Tip: Save time and use a rotisserie chicken from the deli.",25 minutes,,,"cranberryavocado-scoopsr,watermelon-pico-de-gallo,salmon-cheese-bites",4,5,2016-02-11 13:31:52
5075,Red Pepper Pesto Bruschetta,https://www.tostitos.ca/recipes/red-pepper-pesto-bruschetta,recipe_hd_red-pepper-pesto-bruschetta.jpg,"Create the tastiest Red Pepper Pesto Bruschetta, Tostitos&reg; own Red Pepper Pesto Bruschetta Recipe with step-by-step instructions. Make the best Red Pepper Pesto Bruschetta for any occasion.","3 whole tomatoes, diced
1 small onion, diced
1 cup crushed pecans
1 bunch basil, minced
4 cloves garlic, minced
1 cup extra virgin olive oil
1 tsp kosher salt and pepper
1 cup fresh roasted red pepper, cut into strips
1 cup aged parmesan
1 bag Tostitos® Scoops!® Tortilla Chips","Mix all ingredients, except for Tostitos® Scoops!® Tortilla Chips Tortilla Chips, together in bowl.
Spoon mixture into Tostitos® Scoops!® Tortilla Chips and serve.",15 minutes,,,"roasted-red-pepper-cheesy-dip,swiss-almond-cheese-dip,sundried-tomato-and-roasted-red-pepper-dip",4,3,2016-02-11 13:31:52
5076,Dessert Nachos,https://www.tostitos.ca/recipes/dessert-nachos,recipe_hd_dessert-nachos.jpg,"Create the tastiest Dessert Nachos, Tostitos&reg; own Dessert Nachos Recipe with step-by-step instructions. Make the best Dessert Nachos for any occasion.","1/4 cup brown sugar
1 tsp ground cinnamon
1/3 cup chocolate sauce
1 1/2 cups chopped strawberries
1 banana, peeled and thinly sliced
Sweetened whipped cream
1 bag Tostitos Cantina® Extra Thin Tortilla Chips","Arrange Tostitos Cantina® Extra Thin Tortilla Chips on two large baking sheets.
Lightly coat with cooking spray; sprinkle sugar and cinnamon over top.
Toss until evenly coated.
Bake at 350°F for 15 minutes until crisp.
Cool slightly.
Arrange the chips on a long, shallow serving platter.
Drizzle chocolate over the chips.
Scatter the strawberries and banana over top.
Serve with whipped cream for dipping.
Makes 8 servings.
Tip: Use any of your favourite fruit to garnish this nacho platter.",25 minutes,,,"bug-bites,smore-bites,tiramisu-scoops",4,1,2016-02-11 13:31:52
5077,Layered Greek Dip,https://www.tostitos.ca/recipes/layered-greek-dip,recipe_hd_layered-greek-dip.jpg,"Create the tastiest Layered Greek Dip, Tostitos&reg; own Layered Greek Dip Recipe with step-by-step instructions. Make the best Layered Greek Dip for any occasion.","1  1/2 cups tzatziki dip
1  1/2 cups chopped cucumber
1 tomato, seeded and diced
 1/4 cup chopped red onion
 3/4 cup sliced kalamata olives
1 cup crumbled feta cheese
1 bag Tostitos® Bite Size Rounds Tortilla Chips","Spread tzatziki in a shallow platter.
Scatter the cucumber, tomato and onion over top.
Sprinkle with feta and olives.
Serve with Tostitos® Bite Size Rounds Tortilla Chips.
Makes 12 servings.
Tip: For an authentic twist garnish with a drizzle of olive oil and dried oregano.",10 minutes,,,"sundried-tomato-and-roasted-red-pepper-dip,goat-cheese-and-herb-bites,herbed-feta-dip",5,3,2016-02-11 13:31:52
5078,Mini Shredded Chicken Tostadas,https://www.tostitos.ca/recipes/mini-shredded-chicken-tostadas,recipe_hd_mini-shredded-chicken-tostadas.jpg,"Create the tastiest Mini Shredded Chicken Tostadas, Tostitos&reg; own Mini Shredded Chicken Tostadas Recipe with step-by-step instructions. Make the best Mini Shredded Chicken Tostadas for any occasion.","1 cup shredded chicken
 1/2 cup shredded Tex-Mex cheese blend
 1/4 cup sour cream
 1/4 cup finely chopped green onion
 1/2 cup Tostitos® Medium Salsa
40 (1/5 bag) Tostitos® Bite Size Rounds Tortilla Chips","Toss the chicken with the salsa.
Arrange the Tostitos® Bite Size Rounds Tortilla Chips in an even layer on a baking sheet.
Top each chip with some of the shredded chicken mixture and cheese.
Broil for 3 minutes or until cheese is melted.
Carefully transfer to a serving platter.
Dollop with sour cream and sprinkle with green onion.
Serve immediately.
Makes 40 bites.",15 minutes,,,"taco-con-queso-dip,tasty-taco-bean-dip,italian-chicken-dip",5,4,2016-02-11 13:31:52
5079,Mini Huevos Rancheros,https://www.tostitos.ca/recipes/mini-huevos-rancheros,recipe_hd_mini-huevos-rancheros.jpg,"Create the tastiest Mini Huevos Rancheros, Tostitos&reg; own Mini Huevos Rancheros Recipe with step-by-step instructions. Make the best Mini Huevos Rancheros for any occasion.","1 tbsp canola oil
12 eggs
 1/4 cup milk
 1/4 tsp each salt and freshly ground pepper
 1/2 cup shredded Tex-Mex cheese blend
2 tbsp finely chopped chives
40 ( 1/2 bag) Tostitos® Restaurant Style Multigrain Tortilla Chips
 1/2 cup Tostitos® Roasted Red Pepper Salsa","Heat the oil in a large nonstick skillet set over medium heat.
Whisk the eggs with the milk, salt and pepper; pour into the skillet.
Cook, without stirring, for 1 minute or until starting to set on the bottom.
Cook, stirring frequently, for 3 minutes or until small curds set but are still tender.
Arrange the Tostitos® Restaurant Style Multigrain Tortilla Chips on a serving platter.
Top each chip with scrambled eggs and salsa.
Sprinkle with cheese and chives.
Broil for 3 minute or until cheese is melted.
Serve immediately.
Makes 40 bites.",15 minutes,,,"western-omelet-bites,breakfast-burrito,mini-shredded-chicken-tostadas",4,1,2016-02-11 13:31:52
5080,Lasagna Nachos,https://www.tostitos.ca/recipes/lasagna-nachos,recipe_hd_lasagna-nachos.jpg,"Create the tastiest Lasagna Nachos, Tostitos&reg; own Lasagna Nachos Recipe with step-by-step instructions. Make the best Lasagna Nachos for any occasion.","1 lb (500 g) lean ground beef
 1/2 tsp each salt and pepper
2 cups tomato sauce
 1/2 cup  chopped fresh basil
3 cups shredded mozzarella cheese
1 bag Tostitos Cantina® Extra Thick Tortilla Chips","Set a large nonstick skillet over medium&#8209;high heat.
Crumble in the beef; sprinkle with salt and pepper.
Cook, stirring and breaking into small pieces, for 5 minutes or until browned.
Stir in tomato sauce.
Simmer for 5 to 7 minutes or until sauce is thick and beef is cooked through.
Stir in the basil.
Arrange one&#8209;third of the Tostitos Cantina® Extra Thick Tortilla Chips in a 7x11&#8209;inch (2 L) lasagna pan.
Top with one&#8209;third of the beef mixture and the mozzarella.
Repeat layers twice.
Bake at 400°F (200°C) for 15 minutes or until the cheese is melted.
Let stand for 5 minutes before serving.
Makes 8 servings.
Tip: Make a veggie lasagna nacho platter by replacing the ground beef with chopped roasted vegetables.",15 minutes,,,"spicy-cheese-with-ground-beef,sloppy-salsa-joes,chorizo-and-manchego-cheese-party-nachos",3,9,2016-02-11 13:31:52
5081,Roasted Eggplant Dip,https://www.tostitos.ca/recipes/roasted-eggplant-dip,recipe_hd_roasted-eggplant-dip_0.jpg,"Create the tastiest Roasted Eggplant Dip, Tostitos&reg; own Roasted Eggplant Dip Recipe with step-by-step instructions. Make the best Roasted Eggplant Dip for any occasion.","2 eggplants, chopped
1 onion, chopped
 1/4 cup olive oil
1  1/2 tsp salt
 1/2 tsp freshly ground pepper
8 cloves garlic, minced
 1/2 cup tahini paste
2 tbsp lemon juice
1 tsp ground cumin (optional)
 1/4 cup chopped fresh parsley
 1/4 cup crumbled feta cheese
1/2 tsp paprika
Lemon wedges
1 bag Tostitos® Artisan Recipes™ Grilled Red Pepper & Tomato Salsa Tortilla Chips","Toss the eggplant with the onion, oil, salt, pepper and garlic.
Spread out in an even layer on a baking sheet.
Roast at 400°F (200°C) for 45 minutes or until tender.
Cool slightly.
Transfer the roasted eggplant, tahini, lemon juice and cumin to a food processor.
Pulse until smooth; stir in the parsley.
Adjust seasoning to taste.
Scrape into a shallow bowl.
Scatter feta over top and dust with paprika.
Serve with Tostitos®  Artisan Recipes® Grilled Red Pepper & Tomato Salsa Tortilla Chips and lemon wedges.",15 minutes,,,"black-bean-nachos,sundried-tomato-and-roasted-red-pepper-dip,herbed-feta-dip",5,1,2016-02-11 13:31:52
5082,Taco Night in One Bite,https://www.tostitos.ca/recipes/taco-night-one-bite,recipe_hd_taco-night-in-one-bite.jpg,"Create the tastiest Taco Night in One Bite, Tostitos&reg; own Tostitos&reg; Tacos Recipe with step-by-step instructions. Make the best Tostitos&reg; Tacos for any occasion.","40 ( 1/2 bag) Tostitos®  Scoops!®  Tortilla Chips
 1/2 lb lean ground beef
1 tbsp Tex-Mex seasoning blend
 1/2 cup shredded lettuce
 1/2 cup shredded Cheddar cheese
 1/4 cup sour cream
 1/4 cup Tostitos® Medium Salsa
 1/4 cup finely chopped green onion","Set a nonstick skillet over medium&#8209;high heat.
Crumble in the beef.
Cook, stirring and breaking into small pieces, for 5 minutes or until browned.
Sprinkle the seasoning over the meat; stir in 1/4 cup (60 mL) water.
Simmer for 5 minutes or until liquid has evaporated and beef is cooked through.
Cool slightly.
Arrange the Tostitos®  Scoops!®  Tortilla Chips on a serving platter.
Divide the beef evenly between the cups.
Top with lettuce, cheese, sour cream, salsa and green onion.
Serve immediately.
Makes 40 bites.",15 minutes,,,"chili-cheesy-nachos,spicy-cheese-with-ground-beef,chorizo-and-manchego-cheese-party-nachos",3,6,2016-02-11 13:31:52
5083,Salmon Cheese Bites,https://www.tostitos.ca/recipes/salmon-cheese-bites,recipe_hd_salmon-cheese-bites.jpg,"Create the tastiest Salmon Cheese Bites, Tostitos&reg; own Salmon Cheese Bites Recipe with step-by-step instructions. Make the best Salmon Cheese Bites for any occasion."," 1/2 cup mascarpone cheese, room temperature
 1/2 cup goat cheese, room temperature
1 tbsp chopped fresh dill
 1/4 tsp coarsely ground black pepper
3 oz (90 g) smoked salmon, cut into ribbons
40 (1/2 bag) Tostitos® Scoops!® Tortilla Chips
 3/4 cup Tostitos® Mild Salsa","Stir the mascarpone with the goat cheese, dill and pepper.
Divide evenly between the Tostitos!®  Scoops!®  Tortilla Chips.
Top with salsa and smoked salmon.
Garnish with additional dill.
Makes 40 bites.
Tip: Save some time and use dried dill instead of fresh dill.",10 minutes,,,"onebite-fish-tacos,asian-salad-scoops,taco-night-in-one-bite",4,2,2016-02-11 13:31:52
5084,Beef Queso Fundido Dip,https://www.tostitos.ca/recipes/beef-queso-fundido-dip,recipe_hd_beef-queso-fundido-dip.jpg,"Create the tastiest Beef Queso Fundido Dip, Tostitos&reg; own Beef Queso Fundido Dip with step-by-step instructions. Make the best Beef Queso Fundido Dip for any occasion.","1 lb (500 g) lean ground beef
2 tbsp Tex-Mex seasoning blend
1 green onion, finely chopped
2 jars Tostitos®  Salsa con Queso
 1/2 cup Tostitos®  Roasted Red Pepper Salsa
1 bag Tostitos Cantina®  Extra Thick Tortilla Chips","Set a cast iron or nonstick skillet over medium&#8209;high heat.
Crumble in the beef.
Cook, stirring and breaking into small pieces, for 5 minutes or until browned.
Sprinkle the seasoning over the meat; stir in 1/4 cup  water.
Simmer for 5 minutes or until liquid has evaporated and beef is cooked through.
Transfer to a plate.
Pour in the Tostitos® Salsa con Queso into the same skillet.
Simmer for 5 minutes or until heated through.
Scatter the meat mixture over the skillet.
Spoon the salsa in the center of the skillet and sprinkle with green onion.
Serve immediately with Tostitos Cantina®  Extra Thick Tortilla Chips.
Makes 12 servings.",15 minutes,,,"chili-cheesy-nachos,taco-con-queso-dip,spicy-cheese-with-ground-beef",4,7,2016-02-11 13:31:52
5085,Watermelon pico de gallo,https://www.tostitos.ca/recipes/watermelon-pico-de-gallo,recipe_hd_watermelon-pico-de-gallo.jpg,"Create the tastiest Watermelon pico de gallo, Tostitos&reg; own Watermelon pico de gallo Recipe with step-by-step instructions. Make the best Watermelon pico de gallo for any occasion.","4 cups finely chopped watermelon
2 cups finely chopped cucumber
 1/2 cup finely chopped red onion
 1/4 cup finely chopped fresh cilantro
1 jalapeño, seeded and diced
 1/4 cup fresh lime juice
2 tsp finely grated lime zest
2 tsp honey
 1/4  tsp salt
1 bag Tostitos Cantina® Extra Thin Tortilla Chips","Toss watermelon with cucumber, onion, cilantro and jalapeno.
Whisk lime juice with zest, honey and salt.
Stir into the watermelon mixture.
Chill for 30 minutes.
Serve with Tostitos®  Cantina® Extra Thin Tortilla Chips.
Makes 12 servings.",15 minutes,,,"creamy-cinnamon-fruit-scoops,cold-melon-salsa,pomegranate-guacamole",0,0,2016-02-11 13:31:52
