ID,Title,Link,Categories,Image,Description,Ingredients,Directions,Notes,Prep Time,Total Time,Servings,Related Products,Related Recipes,Average Ratings,Num Ratings,Featured,Order
5756,5 Layer Hummus,https://www.stacys.ca/recipes/5-layer-hummus,Savoury,5-Layer-Hummus.jpg,,"1 bag Stacy's&reg; Simply Naked&reg; Pita Chips
1 container Sabra&reg; Roasted Red Pepper Hummus
1 container Sabra&reg; Roasted Garlic Salsa
1 cup reduced fat sour cream
1 tsp fresh lime juice
2 tbsp finely chopped cilantro
1 cup reduced fat shredded cheddar cheese
2 ripe avocados, pitted & peeled","In a small bowl whisk together sour cream, lime juice and cilantro..
Set aside..
Mash avocados in medium bowl then whisk until smooth..
Spread hummus in even layer on the bottom of a small baking dish..
Sprinkle cheese evenly over hummus..
Dollop avocado over cheese and spread out with a spatula..
Dollop sour cream over avocado and spread out with a spatula..
Top with salsa and spread out with a spatula..
Cover and chill for at least 30 minutes..
Serve with Stacy's&reg; Simply Naked&reg; Pita Chips..
Enjoy!",,10 min,30 min,,5488,"596,159,115,846",0,0,0,33
5816,Creamy Bruschetta Dip,https://www.stacys.ca/recipes/creamy-bruschetta-dip,Savoury,Creamy-Bruschetta-Dip.jpg,,"1 bag Stacy's&reg; Simply Naked&reg; Pita Chips or Stacy's&reg; Parmesan Garlic & Herb Pita Chips
1 cup diced roma tomatoes
1/4 cup red onions, minced
1 tsp garlic, fine mince
3 tbsp Olive Oil
1/4 tsp Black pepper
2 tbsp Water
2 tsp Sugar
1/2 tsp Salt
1/4 cup basil, fresh chiffonade
2 tbsp parsley, fine chop
1/2 cup Sabra&reg; Pine Nut Hummus","In a mixing bowl, combine the tomatoes, onions, garlic, olive oil, pepper, water, sugar, salt, basil and parsley and mix well.  Refrigerate for one hour..
Gently mix in the hummus until well incorporated..
Serve with Stacy's&reg; Simply Naked&reg; Pita Chips or Stacy's&reg; Parmesan Garlic & Herb Pita Chips.",,15 min,1 h,,5488,"58,265,836",0,0,0,34
5821,Creamy jalape&ntilde;o Feta Dip,https://www.stacys.ca/recipes/creamy-jalapeño-feta-dip,"Savoury,Spicy",Creamy-Jalapeno-Feta-Dip.jpg,,"1 bag Stacy's&reg; Fire Roasted Jalape&ntilde;o Pita Chips 
2 bricks of Feta Cheese, 8 oz. each
3 Jalape&ntilde;o Peppers
1/4 cup + 2 tsp Olive Oil 
1 bulb Garlic
Lemon juice and zest from half of a lemon
Salt 
Pepper","Preheat oven to 400&deg;F.
Chop the top off the garlic bulb and drizzle it with a tsp of olive oil..
Wrap it in foil and bake for 25-30 minutes, or until garlic is golden..
Drizzle the jalape&ntilde;os with olive oil and sprinkle with salt and pepper..
Bake them in the oven with the garlic until charred..
Remove both from oven and let cool..
Once jalape&ntilde;os are cooled, remove skins, cut them in half and remove the seeds. Dice them up into small pieces..
In a large bowl, crumble the feta (pre-crumbled feta works too)..
Mix in the chopped jalape&ntilde;o, zest of half a lemon and juice of half a lemon..
Squeeze the roasted garlic out of the bulb into the feta..
Add 1/4 cup olive oil and mix to your liking of more of a dip or a spread..
Season to your taste..
Serve with Stacy's&reg; Fire Roasted Jalape&ntilde;o Pita Chips.",,20 min,35 min,,5486,"582,658,365,761",0,0,0,35
5826,Creamy Yogurt & Herb Dip,https://www.stacys.ca/recipes/creamy-yogurt-herb-dip,Savoury,Creamy-Yogurt-_26-Herb-Dip.jpg,,"1 bag Stacy's&reg;  Simply Naked&reg; Pita Chips
6 oz Greek Yogurt
5 oz Goat Cheese
2 Scallions, minced 
2 tbsp Fresh Parsley, minced 
1 tbsp Fresh Dill, minced 
1 tsp Kosher Salt
1 tsp Lemon Juice
3/4 tsp Freshly Ground Black Pepper ","Using a blender or food processer, mix together the Greek yogurt, goat cheese, scallions, parsley, and dill..
Season with salt and pepper to taste..
Transfer to a bowl and refrigerate for 1 hour then serve with Stacy's&reg; Simply Naked&reg; Pita Chips.",,8 min,1 h,,5488,"58,165,836",0,0,0,36
5831,Edamame Hummus,https://www.stacys.ca/recipes/edamame-hummus,Savoury,Edamame-Hummus.jpg,,"1 bag Stacy's&reg; Multigrain Pita Chips 
1 Cup Edamame, cooked
1/4 Cup Tahini
1 1/2 tbsp Lemon juice
1 clove Garlic, peeled
2 tbsp Fresh Herb mixture of Thyme and Basil, coarsely chopped fresh herbs 
2 tbsp Olive Oil 
Pinch of Salt and Pepper","Using your food processor, combine edamame, tahini, lemon juice, garlic, and herbs.
Pulse until the mixture is smooth.
Slowly add the olive oil to the mixture until it's fully blended, add more depending on the consistency you prefer.
Season with salt and pepper to taste and serve with Stacy's&reg; Multigrain Pita Chips.",,8 min,,,5480,"578,659,115,796",0,0,0,37
5836,Feta Artichoke Dip,https://www.stacys.ca/recipes/feta-artichoke-dip,Savoury,Feta-Artichoke-Dip.jpg,,"1 bag Stacy's&reg; Simply Naked&reg; Pita Chips 
1/2 Cup Greek Yogurt, plain
2/3 Cup Light Mayonnaise 
2 tsp Garlic, minced
8 oz. Feta Cheese, crumbled
1 14 oz. Can Artichoke Hearts, chopped
1 4 oz. Can Diced Pimentos
1/2 Cup Parmesan Cheese, shredded                                                                                         ","Preheat oven to 350 degrees and take a medium casserole dish greased, and set aside. 
Combine all of the ingredients except the pita chips and Parmesan cheese and mix until well blended.
Transfer the mixture to the casserole dish and sprinkle Parmesan cheese over the surface.
Bake the dip for 15-20 minutes until bubbling. Serve with Stacy's&reg; Simply Naked&reg; Pita Chips.",,5 min,15-20 min,,5488,"57,665,791",0,0,0,38
5841,Greek Dip ,https://www.stacys.ca/recipes/greek-dip,Savoury,Greek-Dip.jpg,,"1 bag Stacy's® Simply Naked® Pita Chips
1 family-size container Sabra&reg; hummus (about 16 ounces)
1/2 cup crumbled Feta
1 (7-ounce) container Pitted Calamata Olives drained & chopped
1/4 cup chopped Roasted Red Peppers
1/4 cup Sliced Mild Pepperoncini (optional)
1 large tomato, diced
1 small cucumber, diced
1 tablespoon fresh chopped oregano or dill","Spread an even layer of hummus along the bottom of a clear, shallow pie dish..
Sprinkle hummus with feta, olives, red peppers, pepperoncini, tomato and cucumber. Garnish with fresh oregano and serve with Stacy's&reg; Simply Naked&reg; Pita Chips",,5 min,,,5488,"593,158,065,846",0,0,0,39
5846,Greek Yogurt Ranch Dip,https://www.stacys.ca/recipes/greek-yogurt-ranch-dip,"Savoury,Sweet",Greek-Yogurt-Ranch-Dip.jpg,,"1 bag Stacy's&reg; Toasted Cheddar Pita Chips 
1 1/3 Cups Greek Yogurt, plain
1 clove Garlic, finely minced
2 1/2 tbsp Parsley, finely chopped
1 tsp Chives, dried
1 1/4 tsp Dill, dried
3/4 tsp Onion Powder
1/4 tsp Salt
1/4 tsp ground Black Pepper","Combine all ingredients except the pita chips into a bowl and whisk together until evenly combined. 
Refrigerate for 1 hour then serve with Stacy's&reg; Toasted Cheddar Pita Chips.",,5 min,1 h,,"54,846,186","580,657,715,861",0,0,0,40
5851,Grilled Pineapple Guacamole ,https://www.stacys.ca/recipes/grilled-pineapple-guacamole,"Savoury,Spicy",Grilled-Pineapple-Guacamole.jpg,,"1 bag Stacy's&reg; Fire Roasted Jalape&ntilde;o Pita Chips 
1 package Sabra Guacamole 
1/2 Pineapple, cored and cut into spears
Pinch of Salt and Pepper","Preheat grill to medium heat. Once the Pineapple is cored and cut into spears, brush the spears with olive oil and place them on the grill. 
Grill them, turning often, until the pineapple is juicy and browning. 
Once ready, let them sit out until cooled to room temperature. 
Once the pineapple is cooled, chop into small pieces and combine with the Sabra Guacamole in a mixing bowl. 
Add with salt and pepper to taste and serve with Stacy's&reg; Fire Roasted Jalape&ntilde;o Pita Chips.",,10 min,5 min,,5486,"59,465,766",0,0,0,41
5856,Honey & Almond Baked Brie,https://www.stacys.ca/recipes/honey-almond-baked-brie,"Savoury,Sweet",Honey-and-Almond-Baked-Brie-.jpg,,"1 bag Stacy's&reg; Multigrain Pita Chips
1 wedge of your favorite Brie
3-4 tbsp Honey (depending in your preference)
1/4 cup Sliced Almonds
1/4 tsp Cinnamon ","Pre-heat oven to 350 degrees. Add the cinnamon to the honey and stir to combine.
Place the wedge of Brie into a baking dish and drizzle it with honey/cinnamon mixture and the sliced almonds.
Place the dish into the oven and bake 6-8 minutes or until the Brie is slightly melting and the almonds are browning.
Once it's baked to your liking, remove and serve with Stacy's&reg; Multigrain Pita Chips.",,5 min,6-8 min,,"54,806,186",5956,0,0,0,42
