ID,Category,Name,Link,Image,Description,Ingredients,Alert,Portion,Nutrition Facts
4344,Barres tendres Quaker<sup>®</sup> Dipps<sup>®</sup>,Barres tendres Quaker<sup>®</sup> Dipps<sup>®</sup> – Brisures arc-en-ciel,https://www.quakeroats.ca/fr/products/barres-tendres-quaker®-dipps®-–-brisures-arc-en-ciel,Quaker_Dipps Rainbow Chip.png,"<p>L'heure de la collation est maintenant beaucoup plus colorée! Ces barres exquises sont non seulement enrobées d'un riche chocolat onctueux, elles sont aussi remplies de brisures arc-en-ciel amusantes aux couleurs vives. De plus, ces barres offrent le bon goût de l'avoine à grains entiers. Allez-y, savourez chaque bouchée multicolore.&nbsp;</p><ul><li>Sans arômes ni colorants artificiels</li><li>Faites avec du vrai chocolat au lait</li><li>Faites avec de l'avoine canadienne à 100 %</li></ul>","Granola (flocons d'avoine à grains entiers, blé entier roulé, cassonade, huile végétale, sucre inverti, noix de coco sèche non sucrée, mélange de miel, bicarbonate de sodium, arôme naturel, substances laitières modifiées), chocolat au lait (sucre, beurre de cacao, lait en poudre, liqueur de chocolat, lécithine de soya, polyricinoléate de polyglycérol, sel, arôme naturel), riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d'orge, sel, tocophérols mixtes), glucose, brisures enrobées de confiserie (brisures de chocolat, sucre, colorant, dextrine de tapioca, extrait de spiruline, concentré de jus de betterave, cire de carnauba, glaçage de confiseur), cassonade, filet chocolaté (sucre, huile de palmiste modifiée, huile de palme modifiée, cacao, lactose, lécithine de soya), sirop de glucose déshydraté, sucre inverti, glycérine, shortening (huile de canola, de palme et de palmiste), sorbitol, sel, lécithine de soya, bht (agent de conservation), acide citrique, eau, arachides, arôme naturel.","Contient des ingrédients de l'avoine, du blé, du lait, du soya, de l'orge et de l'arachide.
Peut contenir des noix.",Pour 1 Bar (30 g),"- Calories 130 |
- Lipides 3.5 g | 5%
 -- saturés 1.5  g | 8%
 -- trans 0  g | 
- Cholestérol 0 mg | 
- Sodium 70 mg | 3%
- Potassium 70 mg | 2%
- Glucides 23 g | 8%
 -- Fibres 1 g | 4%
 -- Sucres 10  g | 
 -- Ployalcool 0  g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 0 %
- Fer | 4 %
"
4279,Barres tendres Quaker<sup>®</sup> Dipps<sup>®</sup>,Barres tendres Quaker<sup>®</sup> Dipps<sup>®</sup> – Beurre d’arachide,https://www.quakeroats.ca/fr/products/barres-tendres-quaker®-dipps®-–-beurre-d’arachide,Quaker_Dipps Peanut Butter_FR.png,"<p>Le chocolat et le beurre d'arachide s'unissent pour créent cette nouvelle version complètement exquise de nos barres tendres Quaker&reg; classiques. Chaque délicieuse barre est garnie d'une succulente couche de beurre d'arachide, puis enrobée de chocolat au lait pour un goût inégalé. De plus... ces barres sont faites avec de l'avoine à grains entiers!</p><ul><li>Sans arômes ni colorants artificiels</li><li>Faites avec du vrai chocolat au lait</li><li>Faites avec de l'avoine canadienne à 100 %</li></ul>","Chocolat au lait (sucre, beurre de cacao, lait en poudre, liqueur de chocolat, lécithine de soya, polyricinoléate de polyglycérol, sel, arôme naturel), beurre d'arachide (arachides, huile de palmiste et de palme, sucre, farine d'arachide partiellement déshuilée, sirop de glucose déshydraté, dextrose, sel, lait écrémé en poudre, lécithine de soya), granola (flocons d'avoine à grains entiers, blé entier roulé, cassonade, huile végétale, noix de coco sèche non sucrée, mélange de miel, bicarbonate de sodium, arôme naturel, substances laitières modifiées), riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d'orge, sel, tocophérols mixtes), glucose, cassonade, sirop de glucose déshydraté, glycérine, sucre inverti, shortening (huile de canola, de palme et de palmiste), sorbitol, eau, sel, lécithine de soya, bht (agent de conservation), arôme naturel.","Contient des ingrédients du lait, du soya, de l'arachide, de l'avoine, du blé et de l'orge.
Peut contenir des noix.",Pour 1 Bar (31 g),"- Calories 150 |
- Lipides 7 g | 11%
 -- saturés 3.5  g | 18%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 90 mg | 4%
- Potassium 65 mg | 2%
- Glucides 20 g | 7%
 -- Fibres 1  g | 4%
 -- Sucres 12 g | 
 -- Ployalcool 0  g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 4 %
"
4282,Barres tendres Quaker<sup>®</sup>,Quaker<sup>®</sup> Nature Barres tendres Quinoa Chocolat et noix,https://www.quakeroats.ca/fr/products/quaker®-nature-barres-tendres-quinoa-chocolat-et-noix,Quaker_Quinoa Chocolate Nut_FR.png,"<p>De délicieuses barres tendres faites à partir de quinoa, un grain ancien. Ces barres au goût léger sont faites avec des ingrédients comme des amandes, des arachides, des canneberges, du chocolat et du yogourt. Saveurs offertes : Chocolat et noix et Yogourt, fruits et noix</p>","Quinoa, chocolat au lait (sucre, beurre de cacao, lait en poudre, liqueur de chocolat, lécithine de soya, polyricinoléate de polyglycérol, sel, vanilline), glucose, granola (flocons d’avoine quaker, blé entier roulé, cassonade, huile de tournesol, noix de coco sèche non sucrée, miel, bicarbonate de sodium, arôme naturel, substances laitières modifiées), riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d’orge, sel, tocophérols mixtes), caramel (glucose, sucre, huile de palme, lait écrémé, glycérine, beurre, lactosérum [lait], amidon de maïs modifié, sel, mono et diglycérides, arômes naturels et artificiels, lécithine de soya), sucre inverti, arachides, sirop de glucose déshydraté, graines de tournesol (graines de tournesol, huile de tournesol et/ou huile de coton), amandes, glycérine, shortening (huile de palmiste modifiée, huile de palme modifiée), sel, tocophérols mixtes.","Contient des ingrédients de l’amande, du lait, du soya, de l’orge, de l’avoine, du blé et de l’arachide.
Peut contenir d’autres noix.",Pour 1 Bar (35 g),"- Calories 160 |
- Lipides 6 g | 9%
 -- saturés 2 g | 10%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 95 mg | 4%
- Potassium 70 mg | 2%
- Glucides 24 g | 8%
 -- Fibres 1 g | 4%
 -- Sucres 9 g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 4 %
"
4290,Barres tendres Quaker<sup>®</sup>,"Quaker<sup>®</sup> Nature Barres tendres Quinoa Yogourt, fruits et noix",https://www.quakeroats.ca/fr/products/quaker®-nature-barres-tendres-quinoa-yogourt-fruits-et-noix,Quaker_Quinoa Yogurt Fruit Nut_FR.png,"<p>De délicieuses barres tendres faites à partir de quinoa, un grain ancien. Ces barres au goût léger sont faites avec des ingrédients comme des amandes, des arachides, des canneberges, du chocolat et du yogourt. Saveurs offertes : Chocolat et noix; Yogourt, fruits et noix</p>","Quinoa, enrobage de yogourt (sucre, huile de palmiste modifiée et huile de palme modifiée, substances laitières modifiées, yogourt en poudre, lécithine de soya, arôme naturel, colorant, acide citrique, sel), glucose, granola (flocons d’avoine quaker, blé entier roulé, cassonade, huile de tournesol, noix de coco sèche non sucrée, miel, bicarbonate de sodium, arôme naturel, substances laitières modifiées), riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d’orge, sel, tocophérols mixtes), caramel (glucose, sucre, huile de palme, lait écrémé, glycérine, beurre, lactosérum [lait], amidon de maïs modifié, sel, mono et diglycérides, arômes naturels et artificiels, lécithine de soya), sucre inverti, sirop de glucose déshydraté, amandes, glycérine, arachides, morceaux de canneberges sucrées séchées (sucre, canneberges, huile de tournesol), raisins secs enrobés d’huile de coton et/ou de soya hydrogénée, graines de tournesol (graines de tournesol, huile de tournesol et/ou huile de coton), shortening (huile de palmiste modifiée, huile de palme modifiée), sel, tocophérols mixtes.","Contient des ingrédients de l’amande, du lait, du soya, de l’arachide, de l’avoine, du blé et de l’orge.
Peut contenir d’autres noix.",Pour 1 Bar (35 g),"- Calories 150 |
- Lipides 5 g | 8%
 -- saturés 2.5 g | 13%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 105 mg | 4%
- Potassium 80 mg | 2%
- Glucides 24 g | 8%
 -- Fibres 1 g | 4%
 -- Sucres 10 g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 6 %
- Fer | 2 %
"
4292,Barres tendres Quaker Chewy<sup>®</sup>,Barres tendres Quaker Chewy<sup>®</sup> – Croustade aux framboises,https://www.quakeroats.ca/fr/products/barres-tendres-quaker-chewy®-–-croustade-aux-framboises,Quaker_Chewy Rasberry Fruit Crumble_FR.png,"<p>Avec la saveur acidulée des framboises dans chaque bouchée, vous savourerez l'été dans chaque barre. Les barres tendres à la croustade aux framboises de Quaker Chewy&reg; sont si délicieusement sucrées que vous jurerez que ce sont des desserts. Ça va, tout le monde peut se tromper.</p><p>Toutes les barres Quaker Chewy&reg; sont faites avec de l'avoine canadienne à 100 % de grains entiers dans une usine exempte d'arachides.</p>","Granola (flocons d’avoine quaker, blé entier roulé, cassonade, flocons d’orge, huile de tournesol, inuline, miel, arôme naturel, substances laitières modifiées), glucose, dextrose, glycérine, sucre, riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d’orge, sel, tocophérols mixtes), purée de framboises (framboises, sucre, eau, acide malique, acide citrique, benzoate de sodium), shortening (huile de canola, huile de palme et de palmiste modifiée), cassonade, sorbitol, inuline, morceaux de pommes déshydratées (sulfites, stéarate de calcium), eau, sel, pectine, acide malique, arôme naturel et artificiel, lécithine de soya, colorant, bht (agent de conservation).","Contient des ingrédients de l’avoine, du blé, de l’orge, du lait, des sulfites et du soya.",Pour 1 Bar (26 g),"- Calories 100 |
- Lipides 2 g | 3%
 -- saturés 0.5  g | 2%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 45 mg | 2%
- Potassium 55 mg | 2%
- Glucides 20 g | 7%
 -- Fibres 2 g | 8%
 -- Sucres 7 g | 
 -- Ployalcool 0 g | 
- Protéines 1 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 0 %
- Fer | 2 %
"
4298,Barres tendres Quaker<sup>®</sup>,Quaker<sup>®</sup> Barres tendres Yogourt Fraise,https://www.quakeroats.ca/fr/products/quaker®-barres-tendres-yogourt-fraise,Quaker_Yogurt Strawberry_FR.png,"<p>Avec leur enrobage de yogourt crémeux et onctueux et l'avoine Quaker à 100 % de grains entiers nutritive, nos barres tendres Yogourt Fraise sont simplement parfaites! Ces barres fournissent 10 % de l'apport quotidien recommandé en calcium et sont une collation idéale pour toute la famille. commandé en calcium.</p>","Granola (flocons d’avoine quaker, blé entier roulé, cassonade, huile de tournesol, sucre inverti, noix de coco sèche non sucrée, miel, bicarbonate de sodium, arôme naturel, substances laitières modifiées), enrobage de yogourt (sucre, huile de palmiste modifiée et de palme modifiée, substances laitières modifiées, yogourt en poudre, lécithine de soya, arôme naturel, colorant, acide citrique, sel), glucose, sucre inverti, riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d’orge, sel, tocophérols mixtes), cassonade, glycérine, shortening (huile de canola, huile de palme et de palmiste modifiée), flocons de maïs (maïs moulu, sucre, sel, malt d’orge), substances laitières modifiées, farine d’avoine, farine de riz, granules de fraises lyophylisées (sirop de glucose [blé], fraises, fructose, fécule de pomme de terre modifiée, alginate de sodium), sirop de glucose déshydraté, sorbitol, sel, sucre, amidon de maïs modifié, lécithine de soya, arôme naturel, malt d’orge, bicarbonate de sodium, bht (agent de conservation), acide citrique, eau.","Contient des ingrédients de l’avoine, du blé, du lait, du soya et de l’orge.
Peut contenir des arachides et des noix.",Pour 1 Bar (35 g),"- Calories 150 |
- Lipides 4.5 g | 7%
 -- saturés 2.5 g | 12%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 115 mg | 5%
- Potassium 95 mg | 3%
- Glucides 25 g | 8%
 -- Fibres 1 g | 4%
 -- Sucres 11 g | 
 -- Ployalcool 0  g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 10 %
- Fer | 4 %
"
4306,Barres tendres Quaker<sup>®</sup>,Quaker<sup>®</sup> Barres tendres Yogourt Vanille,https://www.quakeroats.ca/fr/products/quaker®-barres-tendres-yogourt-vanille,Quaker_Yogurt Vanilla_FR.png,"<p>Peu de choses vont aussi bien ensemble que le yogourt et le granola. Lorsque vous goûtez nos barres tendres au yogourt à saveur de vanille pour la première fois, vous ne pouvez qu'approuver &ndash; la texture onctueuse et crémeuse du yogourt à la vanille combinée à l'avoine à 100 % de grains entiers Quaker crée une collation savoureuse. Chaque barre contient 10 % de l'apport quotidien recommandé en calcium.</p>","Granola (flocons d’avoine quaker, blé entier roulé, cassonade, huile de tournesol, sucre inverti, noix de coco sèche non sucrée, miel, bicarbonate de sodium, arôme naturel, substances laitières modifiées), enrobage de yogourt (sucre, huile de palmiste modifiée et de palme modifiée, substances laitières modifiées, yogourt en poudre, lécithine de soya, arôme naturel, colorant, acide citrique, sel), glucose, sucre inverti, riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d’orge, sel, tocophérols mixtes), cassonade, glycérine, shortening (huile de canola, huile de palme et de palmiste modifiée), flocons de maïs (maïs moulu, sucre, sel, malt d’orge), substances laitières modifiées, farine d’avoine, farine de riz, sirop de glucose déshydraté, sorbitol, sel, sucre, amidon de maïs modifié, lécithine de soya, arôme naturel, malt d’orge, bicarbonate de sodium, bht (agent de conservation), acide citrique, eau.","Contient des ingrédients de l’avoine, du blé, du lait, du soya et de l’orge.
Peut contenir des arachides et des noix.",Pour 1 Bar (35 g),"- Calories 150 |
- Lipides 4.5 g | 7%
 -- saturés 2.5  g | 12%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 115 mg | 5%
- Potassium 100 mg | 3%
- Glucides 25 g | 8%
 -- Fibres 1 g | 4%
 -- Sucres 11 g | 
 -- Ployalcool 0  g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 10 %
- Fer | 4 %
"
4313,Barres tendres Quaker<sup>®</sup>,Quaker<sup>®</sup> Barres tendres Yogourt Bleuet,https://www.quakeroats.ca/fr/products/quaker®-barres-tendres-yogourt-bleuet,Quaker_Yogurt Blueberry_FR.png,"<p>Le yogourt et les céréales granola sont les meilleurs amis, et la texture tendre et crémeuse des bleuets et du yogourt combinée aux flocons d'avoine à 100 % de grains entiers Quaker créent une collation savoureuse. Mettez-les dans la boîte à lunch de vos enfants pour une surprise savoureuse à l'heure du dîner, puis offrez-vous-en une pour vous récompenser d'être un si bon parent. Avec 10 % de l'apport quotidien recommandé en calcium, voici une collation idéale pour toute la famille!</p>","Granola (flocons d’avoine quaker, blé entier roulé, cassonade, huile de tournesol, sucre inverti, noix de coco sèche non sucrée, miel, bicarbonate de sodium, arôme naturel, substances laitières modifiées), enrobage de yogourt (sucre, huile de palmiste modifiée et de palme modifiée, substances laitières modifiées, yogourt en poudre, lécithine de soya, arôme naturel, colorant, acide citrique, sel), glucose, sucre inverti, riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d’orge, sel, tocophérols mixtes), cassonade, glycérine, shortening (huile de canola, huile de palme et de palmiste modifiée), flocons de maïs (maïs moulu, sucre, sel, malt d’orge), substances laitières modifiées, farine d’avoine, farine de riz, granules de bleuets lyophilisés (sirop de glucose [blé], bleuets, alginate de sodium), sirop de glucose déshydraté, sorbitol, sel, sucre, amidon de maïs modifié, lécithine de soya, arôme naturel, malt d’orge, bicarbonate de sodium, bht (agent de conservation), acide citrique, eau.","Contient des ingrédients de l’avoine, du blé, du lait, du soya et de l’orge.
Peut contenir des arachides et des noix.",Pour 1 Bar (35 g),"- Calories 150 |
- Lipides 4.5 g | 7%
 -- saturés 2.5 g | 12%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 115 mg | 5%
- Potassium 95 mg | 3%
- Glucides 25 g | 8%
 -- Fibres 1 g | 4%
 -- Sucres 11 g | 
 -- Ployalcool 0  g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 10 %
- Fer | 4 %
"
4320,Barres tendres Quaker<sup>®</sup>,Quaker<sup>®</sup> Barres au gruau Gruau sur le pouce<sup>_MC_</sup> Brioche à la cannelle,https://www.quakeroats.ca/fr/products/quaker®-barres-au-gruau-gruau-sur-le-poucemc-brioche-à-la-cannelle,Quaker_Oatmeal To Go Cinnamon Roll_FR.png,<p>Vous pouvez maintenant ajouter à votre menu quotidien tout ce que vous aimez du gruau Quaker chaque fois que vous le voulez. Chaque barre Gruau sur le pouce Brioche à la cannelle vous offre les bienfaits des grains entiers du gruau Quaker dont vous raffolez. Ces barres tendres à texture moelleuse débordant d'une riche saveur de brioches à la cannelle cuites au four vous enchanteront!</p>,"Granola (flocons d’avoine à grains entiers [avec son d’avoine], cassonade, blé entier roulé, miel, huile de tournesol, sel, substances laitières modifiées), glucose, glycérine, inuline, glaçage à la vanille (sucre, huile de palmiste hydrogénée, huile de coco, lécithine de soya, sel, arôme artificiel), sucre inverti, shortening (huile de canola, huile de palme et de palmiste modifiée), pâte de raisins secs, cassonade, cannelle, arômes naturels et artificiels, colorant caramel (sulfites), lécithine de soya, bht (agent de conservation).","Contient des ingrédients du lait, de l’avoine, du blé, du soya et des sulfites.
Peut contenir des arachides et des noix.",Pour 1 Bar (40 g),"- Calories 170 |
- Lipides 4 g | 6%
 -- saturés 1.5 g | 7%
 -- Glucides 0 g | 
- Cholestérol 0 mg | 
- Sodium 100 mg | 4%
- Glucides 30 g | 10%
 -- Fibres 4  g | 16%
 -- Fibres solubles 3 g | 
 -- Fibres insolubles 1 g | 
 -- Sucres 9 g | 
- Protéines 3 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 6 %
"
4329,Barres tendres Quaker<sup>®</sup> Dipps<sup>®</sup>,Barres tendres Quaker<sup>®</sup> Dipps<sup>®</sup> – Brisures de chocolat,https://www.quakeroats.ca/fr/products/barres-tendres-quaker®-dipps®-–-brisures-de-chocolat,Quaker_Dipps Chocolate Chip_FR.png,"<p>Voilà ce que nous appelons de vraies barres tendres. Faites avec de l'avoine à grains entiers, nos barres tendres aux brisures de chocolat sont généreusement enrobées de succulent chocolat au lait qui plaira à toute la famille. Tous les membres de votre famille consommeront leur portion d'avoine sans s'obstiner!&nbsp;</p><ul><li>Sans arômes ni colorants artificiels</li><li>Source de fer</li><li>Faites avec du vrai chocolat au lait</li><li>Faites avec de l'avoine canadienne à 100 %</li><li>9 g de grains entiers par portion</li></ul>","Chocolat au lait (sucre, beurre de cacao, lait en poudre, liqueur de chocolat, lécithine de soya, polyricinoléate de polyglycérol, sel, arôme naturel), granola (flocons d'avoine à grains entiers, blé entier roulé, cassonade, huile végétale, noix de coco sèche non sucrée, mélange de miel, bicarbonate de sodium, arôme naturel, substances laitières modifiées), riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d'orge, sel, tocophérols mixtes), glucose, brisures de chocolat (sucre, liqueur de chocolat, beurre de cacao, lécithine de soya, arôme naturel), cassonade, sirop de glucose déshydraté, glycérine, sucre inverti, shortening (huile de canola, de palme et de palmiste), sorbitol, eau, sel, lécithine de soya, bht (agent de conservation), acide citrique, arachides.","Contient des ingrédients du lait, du soya, de l'avoine, du blé, de l'orge et de l'arachide.
Peut contenir des noix.",Pour 1 Bar (31 g),"- Calories 140 |
- Lipides 5 g | 8%
 -- saturés 2.5 g | 13%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 60 mg | 2%
- Potassium 70 mg | 2%
- Glucides 23 g | 8%
 -- Fibres 1 g | 4%
 -- Sucres 13 g | 
 -- Ployalcool 0 g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 6 %
"
4336,Barres tendres Quaker<sup>®</sup> Dipps<sup>®</sup>,Barres tendres Quaker<sup>®</sup> Dipps<sup>®</sup> – Caramel et noix,https://www.quakeroats.ca/fr/products/barres-tendres-quaker®-dipps®-–-caramel-et-noix,Quaker_Dipps Caramel Nut_FR.png,"<p>Attention les papilles! Voici les barres tendres Dipps Caramel et noix de Quaker&reg; concoctées avec de l'avoine à grains entiers, de vraies noix et du succulent caramel &hellip;Et si c'était ça la collation parfaite? Chaque bouchée débordante de saveur sucrée exquise est offerte dans un format qui plaira à tous les membres de votre famille.</p><ul><li>Sans arômes ni colorants artificiels</li><li>Faites avec du vrai chocolat au lait</li><li>Faites avec de l'avoine canadienne à 100 %</li></ul>","Chocolat au lait (sucre, beurre de cacao, lait en poudre, liqueur de chocolat, lécithine de soya, polyricinoléate de polyglycérol, sel, vanilline), caramel (glucose, sucre, huile de palme, lait écrémé, glycérine, beurre, lactosérum [lait], amidon de maïs modifié, sel, mono et diglycérides, arômes naturels et artificiels, lécithine de soya), granola (flocons d’avoine quaker, blé entier roulé, cassonade, huile de tournesol, noix de coco sèche non sucrée, miel, bicarbonate de sodium, arôme naturel, substances laitières modifiées), riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d’orge, sel, tocophérols mixtes), glucose, arachides, cassonade, sirop de glucose déshydraté, glycérine, sucre inverti, shortening (huile de canola, huile de palme et de palmiste modifiée), sorbitol, eau, sel, lécithine de soya, bht (agent de conservation), acide citrique.","Contient des ingrédients du lait, du soya, de l’avoine, du blé, de l’orge et de l’arachide.
Peut contenir des noix.",Pour 1 Bar (31 g),"- Calories 140 |
- Lipides 5 g | 8%
 -- saturés 2.5  g | 13%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 60 mg | 3%
- Potassium 70 mg | 2%
- Glucides 22 g | 7%
 -- Fibres 1 g | 4%
 -- Sucres 14 g | 
 -- Ployalcool 0 g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 2 %
- Fer | 4 %
"
5186,Barres tendres Quaker Chewy<sup>®</sup>,Barres tendres Quaker Chewy<sup>®</sup> – Bananes et brisures de chocolat,https://www.quakeroats.ca/fr/products/barres-tendres-quaker-chewy®-–-bananes-et-brisures-de-chocolat,Quaker_Chewy Banana Chocolate Chip_FR.png,"<p>Cette collation, aimée des enfants et approuvée par maman, combine les bienfaits de l'avoine à grains entiers au goût savoureux des bananes et du chocolat. Avec leurs 10 g de grains entiers, les barres tendres Quaker Chewy&reg; Bananes et brisures de chocolat constituent une collation saine et savoureuse que vous aurez plaisir à mettre dans la boîte à lunch.</p><p>Toutes les barres Quaker Chewy&reg; sont faites avec de l'avoine canadienne à 100 % de grains entiers dans une usine exempte d'arachides.</p>","Granola (flocons d’avoine quaker, blé entier roulé, cassonade, flocons d’orge, huile de tournesol, inuline, miel, arôme naturel, substances laitières modifiées), glucose, riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d’orge, sel, tocophérols mixtes), glycérine, brisures de chocolat (sucre, liqueur de chocolat, beurre de cacao, lécithine de soya, sel, vanilline), shortening (huile de canola, huile de palme et de palmiste modifiée), bananes déshydratées, sucre, cassonade, sorbitol, huile végétale (huile de palmiste et de palme), oligofructose de racine de chicorée, arômes naturels, bananes lyophilisées, substances laitières modifiées, cacao, sel, lécithine de soya, BHT (agent de conservation).","Contient des ingrédients de l’avoine, du blé, de l’orge, du lait et du soya.",pour 1 barre (26 g),"- Calories 110 |
- Lipides 3 g | 5%
 -- saturés 1 g | 5%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 50 mg | 2%
- Glucides 19 g | 6%
 -- Fibres 2 g | 8%
 -- Sucres 5 g | 
 -- Polyalcool 0 g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 0 %
- Fer | 4 %
"
4341,Barres tendres Quaker Chewy<sup>®</sup>,Barres tendres Quaker Chewy<sup>®</sup> – Brisures de chocolat,https://www.quakeroats.ca/fr/products/barres-tendres-quaker-chewy®-–-brisures-de-chocolat,Quaker_Chewy Chocolate Chip_FR.png,"<p>Enfin une chose sur laquelle toute la famille s'entend! Offrant des brisures de chocolat dont les enfants raffolent et des flocons d'avoine à grain entier Quaker&reg; sur lesquels les parents insistent, les barres tendres Quaker Chewy&reg; Brisures de chocolat constituent une collation saine et savoureuse dont tout le monde raffolera. Puisque chaque barre contient 10 g de grains entiers, vous pourrez les offrir à votre famille sans le moindre remords.</p><p>Toutes les barres Quaker Chewy&reg; sont faites avec de l'avoine canadienne à 100 % de grains entiers dans une usine exempte d'arachides.</p>","Granola (flocons d’avoine quaker, blé entier roulé, cassonade, flocons d’orge, huile de tournesol, inuline, miel, arôme naturel, substances laitières modifiées), glucose, brisures de chocolat (sucre, liqueur de chocolat, beurre de cacao, lécithine de soya, sel, vanilline), riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d’orge, sel, tocophérols mixtes), glycérine, shortening (huile de canola, huile de palme et de palmiste modifiée), cassonade, sorbitol, inuline, sel, arôme naturel et artificiel, lécithine de soya, bht (agent de conservation).","Contient des ingrédients de l’avoine, du blé, de l’orge, du lait et du soya.",Pour 1 Bar (26 g),"- Calories 110 |
- Lipides 3 g | 5%
 -- saturés 1  g | 5%
 -- trans 0  g | 
- Cholestérol 0 mg | 
- Sodium 60 mg | 2%
- Potassium 65 mg | 2%
- Glucides 19 g | 6%
 -- Fibres 2  g | 8%
 -- Sucres 5  g | 
 -- Ployalcool 0  g | 
- Protéines 1 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 0 %
- Fer | 4 %
"
4276,Barres tendres Quaker Chewy<sup>®</sup>,Barres tendres Quaker Chewy<sup>®</sup> – Montagne de saveurs,https://www.quakeroats.ca/fr/products/barres-tendres-quaker-chewy®-–-montagne-de-saveurs,Quaker_Chewy Rocky Road_FR.png,"<p>Allez-y, laissez-vous tenter par la saveur exquise du chocolat onctueux mélangée à des morceaux de guimauve sucrée. Offrant tous les bienfaits des grains entiers de l'avoine Quaker grillée, ces barres constituent une façon intelligente et nutritive de succomber à vos fringales. La tentation n'a jamais eu si bon goût. Toutes les barres tendres Quaker Chewy&reg; contiennent 10 g de grains entiers &ndash; elles constituent donc une collation saine et savoureuse pour la boîte à lunch.</p><p>Toutes les barres Quaker Chewy&reg; sont faites avec de l'avoine canadienne à 100 % de grains entiers dans une usine exempte d'arachides.</p>","Granola (flocons d’avoine quaker, blé entier roulé, cassonade, flocons d’orge, huile de tournesol, inuline, miel, arôme naturel, substances laitières modifiées), glucose, brisures de chocolat (sucre, liqueur de chocolat, beurre de cacao, lécithine de soya, sel, vanilline), riz brun croquant à grains entiers (farine de riz brun à grains entiers, sucre, malt d’orge, sel, tocophérols mixtes), glycérine, shortening (huile de canola, huile de palme et de palmiste modifiée), cassonade, sorbitol, guimauves à saveur de chocolat déshydratées (sucre, dextrose, amidon de maïs modifié, glucose, cacao, gélatine, arômes artificiels et naturels), guimauves déshydratées (sucre, sirop de maïs, amidon de maïs modifié, gélatine, arôme artificiel et naturel, hexamétaphosphate de sodium, colorant), inuline, sel, arômes naturels et artificiels, lécithine de soya, eau, bht (agent de conservation).","Contient des ingrédients de l’avoine, du blé, de l’orge, du lait et du soya.",Pour 1 Bar (26 g),"- Calories 110 |
- Lipides 2.5 g | 4%
 -- saturés 1  g | 4%
 -- trans 0 g | 
- Cholestérol 0 mg | 
- Sodium 70 mg | 3%
- Potassium 60 mg | 2%
- Glucides 20 g | 7%
 -- Fibres 2 g | 8%
 -- Sucres 5 g | 
 -- Ployalcool 0  g | 
- Protéines 2 g | 
- Vitamine A |  0 %
- Vitamine C |  0 %
- Calcium | 0 %
- Fer | 4 %
"
