ID,Title,Link,Image,Description,Ingredients,Directions,Prep Time,Cook Time,Video,Related Recipes,Average Ratings,Num Ratings,Date
5176,Bouchées au fromage de chèvre et fines herbes,https://www.tostitos.ca/fr/recipes/bouchées-au-fromage-de-chèvre-et-fines-herbes,recipe_french_hd_goat-cheese-and-herb-bites.jpg,,"10 brins de ciboulette finement hachés
3 feuilles de menthe hachées
5 feuilles de basilic frais hachées
2 tasses de fromage de chèvre ramolli
3 feuilles de persil plat hachées
 1/2 tasse d'huile d'olive extra vierge
Sel et poivre au goût
1 sac de chips tortilla Tostitos® Multigrain rondes","Mélanger tous les ingrédients dans un bol de grosseur moyenne.
Garnir les chips tortilla du mélange de fromage de chèvre et de fines herbes, puis servir.",10 minutes,,,"boulettes-de-boeuf-et-mozzarella,salsa-froide-au-melon,guacamole-a-la-grenade",3,2,2016-02-11 13:31:52
5177,Trempette au feta et fines herbes,https://www.tostitos.ca/fr/recipes/trempette-au-feta-et-fines-herbes,recipe_french_2_hd_herbed-feta-dip.jpg,," 3/4 tasse de fromage feta finement émietté
 1/2 tasse de crème sure légère
 1/2 tasse de mayonnaise légère
2 c. à soupe de persil frais émincé
1 c. à soupe d'origan frais émincé (ou  1/2 c. à thé/2 ml d'origan seché)
1 petitegousse d'ail émincée
Quelques gouttes de sauce au piment fort
1 sac de chips tortilla Tostitos® rondes","Dans un bol, mélanger le fromage feta, la crème sure, la mayonnaise, le persil, l'origan, l'ail et la sauce au piment fort.",5 minutes,,,"roules-de-jambon-avec-salsa-cuits-au-four,trempette-fromage-bleu-et-ciboulette,trempette-salsa-et-bacon",0,0,2016-02-11 13:31:52
5178,Trempette au poulet à l'italienne,https://www.tostitos.ca/fr/recipes/trempette-au-poulet-à-litalienne,recipe_french_hd_italian-chicken-dip.jpg,,"1 poulet rôti
1 oignon coupé en dés
1 poivron vert coupé en dés
1 tasse de mozzarella râpée
1 tasse de cheddar râpé
 1/2 c. à  thé de sel
 1/2 c. à thé de poivre de Cayenne
 1/2 c. à thé de sauce piquante
Crème sure
 1/2 tasse de salsa Tostitos®
1 sac de chips tortilla Tostitos® Style restaurant","Préchauffer le four à 350 °F.
Découper en morceaux le poulet cuit.
Faire sauter le poulet dans un poêlon avec l'oignon et le poivron vert.
Ajouter une pincée de sel et de poivre de Cayenne et la sauce piquante au goût.
Placer les chips dans un plat allant au four et y verser généreusement le mélange de poulet.
Saupoudrer les deux fromages uniformément et faire cuire à 350 °F pendant 10 minutes.
Servir avec de la crème sure et de la salsa Tostitos®.",20 minutes,,,"fricassee-de-brocolis-aux-oeufs,trempette-au-feta-et-fines-herbes,nachos-festifs-au-chorizo-et-au-fromage-manchego",0,0,2016-02-11 13:31:52
5179,Salade mexicaine,https://www.tostitos.ca/fr/recipes/salade-mexicaine,recipe_french_hd_mexisalad.jpg,,"1 sac de laitue prélavée
1 tasse de maïs frais
1 boîte de conserve de haricots noirs rincés
2 avocats hachés grossièrement
 1/2 tasse de fromage feta émietté
1 oignon vert (ou rouge) haché
1 sac de chips tortilla Tostitos® Multigrain rondes, grossièrement cassées
1 pot de salsa Tostitos®","Mélanger tous les ingrédients ensemble.
Servir immédiatement.",10 minutes,,,"salsa-aux-haricots-noirs-avocat-et-lime,nachos-vegetariens-savoureux,scoopsr-cesar",5,2,2016-02-11 13:31:52
5180,Guacamole à la grenade,https://www.tostitos.ca/fr/recipes/guacamole-à-la-grenade,recipe_french_2_hd_pomegranate-guacamole.jpg,,"2 avocats mûrs, pelés et dénoyautés
1 pomme grenade évidée
1 lime (zeste et jus)
1 petit oignon rouge finement haché
1 gros piment jalapeño épépiné et finement haché
1 gousse d'ail finement hachée ou râpée
Sel au goût
1 sac de chips tortilla Tostitos® Style restaurant","Dans un bol de grosseur moyenne, écraser l'avocat et y incorporer le zeste et le jus de lime, l'oignon rouge, le jalapeño, l'ail et le sel.
Y incorporer les pépins de grenade et servir.",15 minutes,,,"salsa-au-piment-chipotle,sloppy-joes-a-la-salsa,salsa-tomate-et-avocat",4,1,2016-02-11 13:31:52
5181,Bouchées gourmandes ,https://www.tostitos.ca/fr/recipes/bouchées-gourmandes,recipe_hd_smore-bites.jpg,,"1 tasse de brisures de chocolat
1 tasse de guimauves miniatures
 1/2 sac de chips tortilla Tostitos® Multigrain rondes","Sur une plaque à pâtisserie, disposer les ingrédients en couches et faire cuire à 400 °F pendant 5 à 8 minutes jusqu'à ce que les guimauves et les brisures de chocolat commencent à fondre.
Miam!",5 minutes,,,"brie-au-sirop-derable-cuit-au-four,droles-de-bestioles,bouchees-au-yogourt-glace",4,1,2016-02-11 13:31:52
5182,Sloppy joes à la salsa,https://www.tostitos.ca/fr/recipes/sloppy-joes-à-la-salsa,recipe_french_hd_sloppy-salsa-joes.jpg,,"1 livre de bœuf haché maigre
1 oignon haché
 1/2 poivron vert coupé
 1/2 c. à thé d'assaisonnement au chili
 1/4 tasse de jus de tomate
2 tasses de salsa Tostitos®
1 sac de chips tortilla Tostitos® Style restaurant","Dans un poêlon antiadhésif, faire sauter le bœuf à feu mi&#8209;vif, séparant la viande avec une cuillère jusqu'à ce qu'elle ne soit plus rose, c'est&#8209;à&#8209;dire environ 5 minutes.
Égoutter le gras s'il y a lieu.
Incorporer l'oignon, le poivron vert et l'assaisonnement au chili.
Cuire à feu moyen en mélangeant souvent jusqu'à ce que l'oignon soit tendre, c'est&#8209;à&#8209;dire environ 5 minutes.
Incorporer la salsa Tostitos® et le jus de tomate.
Porter à ébullition.
Réduire le feu et laisser mijoter pendant 5 minutes.
Répandre sur les chips tortilla Tostitos® Style restaurant avec une cuillère, puis servir.",20 minutes,,,"nachos-au-fromage-et-au-chili,trempette-fromage-bleu-et-ciboulette,nachos-festifs-au-chorizo-et-au-fromage-manchego",0,0,2016-02-11 13:31:52
5184,Trempette épicée au yogourt et au concombre,https://www.tostitos.ca/fr/recipes/trempette-épicée-au-yogourt-et-au-concombre,recipe_french_2_hd_spicy-yogurt-cucumber-dip.jpg,,"2 tasses de concombre en dés
2 tasses de yogourt nature
 1/2 tasse de noix hachées
 1/2 tasse de raisins secs
 1/2 c. à thé de poivre de Cayenne
 1/2 c. à soupe d'aneth séché
1 c. à thé d'ail en poudre
Sel et poivre au goût
1 sac de chips tortilla Tostitos® Maïs bleu",Mélanger tous les ingrédients dans un bol.,10 minutes,,,"bouchees-a-la-mozzarella-de-buffle,salsa-aux-epinards,scoopsr-cesar",0,0,2016-02-11 13:31:52
5185,Salsa tomate et avocat,https://www.tostitos.ca/fr/recipes/salsa-tomate-et-avocat,recipe_french_2_hd_tomato-avocado-salsa.jpg,,"1 avocat moyen en dés
1 c. à soupe de jus de lime frais
1 c. à soupe d'huile d'olive
3 c. à soupe de coriandre fraîche finement hachée
Sel et poivre
1 pot de salsa Tostitos®
1 sac de chips tortilla Tostitos® Maïs bleu","Mélanger la salsa Tostitos®, l'avocat, le jus de lime, l'huile d'olive et la coriandre.
Saler et poivrer.
Réfrigérer avant de servir.",15 minutes,,,"trempette-savoureuse-aux-haricots,trempette-jardiniere-a-la-lime,scoopssuprsup-a-lavocat-et-aux-canneberges",0,0,2016-02-11 13:31:52
5187,Bouchées d'omelette de l'ouest,https://www.tostitos.ca/fr/recipes/bouchées-domelette-de-louest,recipe_french_hd_western-omelet-bites.jpg,,"3 œufs
 1/2 poivron coupé en dés
 1/2 oignon coupé en dés
5 champignons hachés
1 tasse de fromage cheddar râpé
1 pot de salsa Tostitos®
1 sac de chips tortilla Tostitos® Scoops!®","Mélanger les œufs avec les légumes.
Déposer une cuillérée du mélange d'œufs par sur chaque chip tortilla Scoops!®, puis garnir de salsa et de fromage râpé par&#8209;dessus.
Mettre au four quelques minutes, jusqu'à ce que le fromage soit fondu.
Servir immédiatement.",20 minutes,,,"scoopsr-cesar,tostitosr-scoopsr-au-fromage-bleu,trempette-au-poulet-a-litalienne",4,1,2016-02-11 13:31:52
5188,Trempette blanche à l'ail,https://www.tostitos.ca/fr/recipes/trempette-blanche-à-lail,recipe_french_hd_white-garlic-dip.jpg,,"1 tasse de mayonnaise à faible teneur en matière grasse
1 tasse de crème sure à faible teneur en matière grasse
3 limes (jus)
4 gousses d'ail, broyées
1 1/2 tasse de coriandre fraîche finement hachée
1 1/2 tasse d'échalotes finement hachées
5 c. à thé (ou au goût) de sauce au piment fort
Sel et poivre blanc fraîchement moulu au goût
1 sac de chips tortilla Tostitos® Maïs bleu","Dans un bol de grosseur moyenne, mélanger la mayonnaise et la crème sure.
Y ajouter le jus de lime, l'ail, la coriandre, les échalotes, la sauce au piment fort, le sel et le poivre.
Réfrigérer avant de servir.",20 minutes,,,"nachos-vegetariens-savoureux,trempette-jardiniere-facon-gaspacho,salade-mexicaine",0,0,2016-02-11 13:31:52
5189,Nachos festifs au chorizo et au fromage manchego,https://www.tostitos.ca/fr/recipes/nachos-festifs-au-chorizo-et-au-fromage-manchego,recipe_french_hd_chorizo-and-manchego-cheese-party-nachos.jpg,,"2 gousses d’ail émincées
4 saucisses chorizo crues
1  1/2 tasse d’un mélange de fromage cheddar râpé
 1/2 tasse de fromage manchego émietté
1 tomate épépinée coupée en dés
1 poivron jaune coupé en dés
1 oignon rouge tranché
1 tasse d’olives noires tranchées
1 ou 2 jalapeños tranchés finement (facultatifs)
1 sac de Chips tortilla Tostitos Cantina® Coupe épaisse
1 pot de Salsa Tostitos® - Moyenne","Préchauffer le four à 180 ᵒC (350 ᵒF).
Retirer la chair des saucisses.
Émietter la viande à saucisses dans une poêle à frire chaude.
Faire sauter la viande en la brisant avec une cuillère jusqu’à ce qu’elle commence à brunir.
Ajouter l’ail émincé et poursuivre la cuisson pendant 2 minutes.
Retirer du feu, égoutter l’excès de gras et réserver.
Étendre la moitié des chips tortilla Tostitos® dans un grand plat allant au four, puis la moitié des garnitures.
Étendre le reste des chips tortilla et des garnitures en terminant par les fromages.
Cuire au centre du four pendant 12 à 15 minutes.
Servir avec de la salsa et de la crème sure.",20 minutes,,,"nachos-aux-haricots-noirs,nachos-vegetariens-savoureux,sloppy-joes-a-la-salsa",3,5,2016-02-11 13:31:52
,,,,,,,,,,,,,
5206,Bouchées de tacos au poisson,https://www.tostitos.ca/fr/recipes/bouchées-de-tacos-au-poisson,recipe_french_hd_onebite-fish-tacos.jpg,," 1/4 tasse crème sure
2 c. à soupe eau
1 c. à thé zeste de lime
2 piments Serrano, épépinés et émincés
1 tasse chou rouge, grossièrement haché
 1/4 tasse oignon rouge, grossièrement haché
2 c. à soupe jus de lime
1/3 tasse farine tout usage
 1/2 c. à thé sel
300 g fi let de morue, sans arêtes
2 c. à soupe huile de canola
 1/2 tasse ananas, en petits dés
40 feuilles de coriandre
40 chips tortilla Tostitos® Scoops!®","MÉLANGER la crème sure, l’eau, le zeste de lime et les piments dans un petit bol.
Réserver.
MÉLANGER le chou, l’oignon et le jus de lime dans un bol de grosseur moyenne.
Réserver.
MÉLANGER la farine et le sel dans un bol de grosseur moyenne.
Poivrer.
Couper le fi let de morue en dés de 1 cm ( 1/2 po).
Les passer dans le mélange de farine jusqu’à ce qu’ils en soient bien enrobés.
CHAUFFER l’huile dans une grande poêle antiadhésive sur feu moyen&#8209;vif.
Y faire dorer la morue 1 à 2 minutes de chaque côté.
Retirer du feu.
ASSEMBLER les tacos en garnissant les chips tortilla Tostitos® Scoops!® d’ananas, puis de salade de chou, et enfi n de morue.
Terminer avec la préparation de crème sure et décorer d’une feuille de coriandre.
Servir immédiatement.
Donne 40 tacos.",35 minutes,,,"bouchees-au-saumon-et-au-fromage,salsa-estivale-a-la-mangue-et-flocons-de-saumon,bouchées-de-brie-trois-façons",0,0,2016-02-11 13:31:52
5191,Salade asiatique en coupes Scoops!®,https://www.tostitos.ca/fr/recipes/salade-asiatique-en-coupes-scoops®,recipe_french_hd_asian-salad-scoops.jpg,,"40 (1/2 sac) de chips tortilla Tostitos® Scoops!®
1/2 lb (250 g) de bœuf haché maigre
2 c. à soupe (30 ml) de sauce hoisin
1/4 tasse (60 ml) de laitue coupée en lanières
1/4 tasse (60 ml) de carottes en juliennes
1/4 tasse (60 ml) de mangue hachée finement
1/4 tasse (60 ml) de coriandre fraîche hachée (facultative)
2 c. à soupe (30 ml) de crème sure
1 c. à soupe (15 ml) de sauce chili sucrée thaïe","Chauffer un poêlon antiadhésif moyen à feu mi&#8209;vif et y déposer le bœuf en morceaux.
Cuire le bœuf tout en le remuant et en l’émiettant pendant 5 minutes ou jusqu’à ce qu’il soit doré.
Verser la sauce hoisin en remuant.
Cuire 3 minutes ou jusqu’à ce le bœuf soit bien cuit.
Laisser refroidir légèrement.
Disposer les chips tortilla Tostitos® Scoops!® dans un plat de service.
Répartir également le bœuf dans les chips.
Garnir de laitue, de carottes, de mangue et de coriandre (le cas échéant).
Mélanger la crème sure et la sauce chili.
Déposer une bonne cuillerée du mélange sur chaque chips.
Servir immédiatement.
Donne 40 bouchées.
Conseil : On trouve des carottes en juliennes dans la section des fruits et légumes, près de la salade de chou.",15 minutes,,,"nachos-au-fromage-et-au-chili,fromage-epice-au-boeuf-hache,bouchées-de-tacos-au-poisson",1,5,2016-02-11 13:31:52
5193,Nachos hawaïens cuits au four,https://www.tostitos.ca/fr/recipes/nachos-hawaïens-cuits-au-four,recipe_french_hd_baked-hawaiian-skillet-nachos.jpg,,"4 tasses de poulet en filaments
2 1/2 tasses de sauce BBQ fumé
1 tasse d’ananas hachés
1 tasse de poivron rouge haché
1 tasse d’oignon rouge haché
3 tasses de mozzarella râpée
1/2 tasse d’oignon vert haché ou de coriandre fraîche
1 sac de chips tortilla Tostitos®  Style restaurant","Mélanger le poulet, la sauce BBQ, l’ananas, le poivron rouge et l’oignon rouge.
Étendre 1/3 des chips tortilla Tostitos®  Style restaurant, du mélange de poulet et de la mozzarella dans un poêlon allant au four.
Répéter cette étape deux fois.
Cuire à 400° F (200° C) pendant 15 minutes ou jusqu’à ce que le fromage soit fondu.
Laisser reposer 5 minutes avant de servir.
Garnir de l’oignon vert ou de la coriandre.
Donne 8 portions.
Conseil : Économiser du temps en utilisant un poulet rôti de la section de la charcuterie.",25 minutes,,,"scoopssuprsup-a-lavocat-et-aux-canneberges,pico-de-gallo-au-melon,bouchées-au-saumon-et-au-fromage",5,1,2016-02-11 13:31:52
5194,Bruschetta aux poivrons rouges et pesto,https://www.tostitos.ca/fr/recipes/bruschetta-aux-poivrons-rouges-et-pesto,recipe_french_hd_red-pepper-pesto-bruschetta.jpg,,"3 tomates coupées en dés
1 petit oignon coupé en dés
1 tasse de pacanes hachées
1 botte de basilic émincé
4 gousses d’ail émincées
1 tasse d’huile d’olive extra vierge
1 c. à thé de sel cacher
1 tasse de poivron rouge frais grillé, en lamelles
1 tasse de parmesan vieilli
1 sac de chips tortilla Tostitos® Scoops!®","Dans un bol, mélanger tous les ingrédients, à l’exception des chips tortilla Tostitos® Scoops!®
À l’aide d’une cuillère, remplir les chips tortilla Tostitos® Scoops!® du mélange.
Servir",15 minutes,,,"trempette-au-fromage-et-aux-poivrons-rouges-rotis,trempette-aux-amandes-et-fromage-suisse,trempette-aux-tomates-sechees-et-aux-poivrons-rouges-rotis",0,0,2016-02-11 13:31:52
5192,Nachos-dessert,https://www.tostitos.ca/fr/recipes/nachos-dessert,recipe_french_hd_dessert-nachos.jpg,,"1/4 tasse de cassonade
1 c. à thé de cannelle moulue
1/3 tasse de sauce au chocolat
1 1/2 tasse de fraises coupées
1 banane pelée, tranchée finement
crème fouettée sucrée
1 sac de chips tortilla Tostitos® Cantina® Extra mince","Disposer les chips tortilla Tostitos® Cantina® Extra mince sur deux grandes plaques à pâtisserie.
Recouvrir d’une légère couche d’enduit à cuisson.
Saupoudrer la cassonade et la cannelle.
Remuer les chips jusqu’à ce qu’elles soient bien enduites.
Cuire au four à 350 °F pendant 15 minutes ou jusqu’à ce que les chips soient bien croustillantes.
Laisser refroidir quelques instants.
Disposer les chips dans un long plat de service peu profond.
Verser un filet de sauce au chocolat sur les chips.
Disperser les tranches de fraise et de banane sur les chips.
Servir avec de la crème fouettée en guise de trempette.
Donne 8 portions.
Conseil : Garnissez ce plat de nachos avec l’un de vos fruits préférés.",25 minutes,,,"droles-de-bestioles,bouchees-gourmandes,tiramisu-en-coupes-scoopssuprsup",4,1,2016-02-11 13:31:52
5195,Trempette grecque étagée,https://www.tostitos.ca/fr/recipes/trempette-grecque-étagée,recipe_french_hd_layered-greek-dip.jpg,,"1 1/2 tasse de sauce tzatziki
1 1/2 tasse de concombre haché
1 tomate épépinée, coupée en dés
1/4 tasse d’oignon rouge haché
3/4 tasse d’olives Kalamata tranchées
1 tasse de féta émietté
1 sac de Chips tortilla Tostitos® Petites bouchées rondes","Étendre la sauce tzatziki dans un plat peu profond.
Disperser le concombre, la tomate et l’oignon sur la sauce tzatziki.
Parsemer du féta et des olives.
Servir avec des chips tortilla Tostitos®  Rondes.
Donne 12 portions.
Conseil : Pour donner une touche d’authenticité à cette trempette, recouvrez&#8209;la d’un filet d’huile d’olive et d’origan séché.",10 minutes,,,"trempette-aux-tomates-sechees-et-aux-poivrons-rouges-rotis,bouchees-au-fromage-de-chevre-et-fines-herbes,trempette-au-feta-et-fines-herbes",0,0,2016-02-11 13:31:52
5190,Mini tostadas au poulet effiloché,https://www.tostitos.ca/fr/recipes/mini-tostadas-au-poulet-effiloché,recipe_french_hd_mini-shredded-chicken-tostadas.jpg,,"1 tasse de poulet effiloché
1/2 tasse de mélange de fromages râpés tex-mex
1/4 tasse de crème sure
1/4 tasse d’oignons verts hachés finement
1/2 tasse de Salsa Tostitos® - Moyenne
40 (1/5 sac) Chips tortilla Tostitos® Petites bouchées rondes","Mélanger le poulet et la salsa.
Disposer les chips tortilla Tostitos® Rondes en une couche uniforme sur une plaque à pâtisserie.
Garnir chaque chips d’un peu du mélange de poulet et de fromage.
Faire griller 3 minutes ou jusqu’à que le fromage soit fondu.
Déposer dans un plat de service avec soin.
Recouvrir d’une bonne cuillerée de crème sure et parsemer d’oignons verts.
Servir immédiatement.
Donne 40 bouchées.",15 minutes,,,"trempette-taco-con-queso,trempette-savoureuse-aux-haricots,trempette-au-poulet-a-litalienne",0,0,2016-02-11 13:31:52
5196,Mini Huevos Rancheros,https://www.tostitos.ca/fr/recipes/mini-huevos-rancheros,recipe_french_hd_mini-huevos-rancheros.jpg,,"1 c. à soupe d’huile de canola
12 œufs
1/4 tasse de lait
1/4 c. à thé de sel et de poivre, respectivement
1/2 tasse de fromage tex-mex râpé
2 c. à soupe de ciboulette hachée finement
1/2 tasse de Salsa De poivrons rouges rôti Tostitos®
40 (1/2 sac) de Chips tortilla Tostitos® Multigrain","Dans un poêlon antiadhésif moyen, chauffer l’huile à feu moyen.
Battre les œufs, le lait, le sel et le poivre.
Verser dans le poêlon.
Cuire, sans brasser, pendant 1 minute ou jusqu’à ce le mélange commence à figer au fond du poêlon.
Cuire en remuant fréquemment pendant 3 minutes ou jusqu’à ce que des boulettes moelleuses se forment.
Disperser les chips tortilla Tostitos® Multigrain dans un plat de service.
Garnir chaque chips d’œufs brouillés et de salsa.
Parsemer de fromage et de ciboulette.
Faire griller 3 minutes ou jusqu’à ce que le fromage soit fondu.
Servir immédiatement.
Donne 40 bouchées.",15 minutes,,,"bouchees-domelette-de-louest,mini-tostadas-au-poulet-effiloche,salade-asiatique-en-coupes-scoopssuprsup",4,1,2016-02-11 13:31:52
5197,Lasagne-nachos,https://www.tostitos.ca/fr/recipes/lasagne-nachos,recipe_french_hd_lasagna-nachos.jpg,,"1 lb (500 g) de bœuf haché maigre
1/2 c. à thé de sel et poivre, respectivement
2 tasses de sauce aux tomates
1/2 tasse de basilic frais haché
3 tasses de fromage mozzarella râpé
1 sac de chips tortilla Tostitos Cantina® Coupe épaisse","Chauffer un grand poêlon antiadhésif à feu mi&#8209;vif et y déposer le bœuf en morceaux.
Saupoudrer le sel et le poivre.
Cuire en remuant et en émiettant la viande pendant 5 minutes ou jusqu’à ce que la viande soit dorée.
Verser la sauce aux tomates en brassant.
Laisser mijoter de 5 à 7 minutes ou jusqu’à ce que la sauce épaississe et que le bœuf soit cuit.
Ajouter le basilic en remuant.
Disposer un tiers des chips tortilla Tostitos Cantina® Coupe épaisse dans un plat à lasagne de 7 po x 11 po (2 L).
Recouvrir d’un tiers du bœuf, puis de la mozzarella.
Répéter cette étape deux fois.
Cuire à 400° F (200° C) 15 minutes ou jusqu’à ce que le fromage soit fondu.
Laisser reposer 5 minutes avant de servir.
Donne 8 portions.
Conseil : Concocter une lasagne&#8209;nachos aux légumes en remplaçant le bœuf haché par des légumes grillés hachés.",15 minutes,,,"fromage-epice-au-boeuf-hache,sloppy-joes-a-la-salsa,nachos-festifs-au-chorizo-et-au-fromage-manchego",5,2,2016-02-11 13:31:52
5198,Trempette à l’aubergine rôtie,https://www.tostitos.ca/fr/recipes/trempette-à-l’aubergine-rôtie,recipe_french_2_hd_roasted-eggplant-dip.jpg,,"2 aubergines hachées
1 oignon haché
1/4 tasse d’huile d’olive
1 1/2 c. à thé de sel
1/2 c. à thé de poivre fraîchement moulu
8 gousses d’ail émincées
1/2 tasse de tahini
2 c. à soupe de jus de citron
1 c. à thé de cumin moulu (facultatif)
1/4 tasse de persil frais haché
1/4 tasse de féta émietté
1/2 c. à thé de paprika
quartiers de citron
1 sac de chips tortilla Tostitos® Recettes artisanalesMC Poivrons rouges grillés et salsa aux tomates","Mélanger les aubergines, l’oignon, l’huile, le sel, le poivre et l’ail.
Étendre le mélange en une couche uniforme sur une plaque à pâtisserie.
Rôtir à 400° F (200° C) pendant 45 minutes ou jusqu’à l’obtention d’une texture moelleuse.
Laisser refroidir légèrement.
Mettre les aubergines rôties, le tahini, le jus de citron et le cumin dans un robot.
Réduire jusqu’à l’obtention d’une texture lisse.
Incorporer le persil.
Ajuster l’assaisonnement au goût.
Verser le mélange dans un bol peu profond.
Parsemer du féta et du paprika.
Servir avec des chips tortilla Tostitos® Recettes artisanales® Poivrons rouges grillés et salsa aux tomates ainsi que des quartiers de citron.
Donne 12 portions.
Conseil : Le tahini est une pâte de graines de sésame que vous trouverez avec les beurres de noix naturels ou dans l’allée des produits internationaux de votre épicerie.",15 minutes,,,"nachos-aux-haricots-noirs,trempette-aux-tomates-sechees-et-aux-poivrons-rouges-rotis,trempette-au-feta-et-fines-herbes",4,1,2016-02-11 13:31:52
5231,Soirée tacos en bouchées,https://www.tostitos.ca/fr/recipes/soirée-tacos-en-bouchées,recipe_hd_taco-night-in-one-bite_0.jpg,,"40 chips tortilla Tostitos® Scoops!®
 1/2 lb de bœuf haché maigre
1 c. à soupe d’assaisonnement tex-mex
 1/2 tasse de laitue hachée finement
 1/2 tasse de fromage cheddar râpé
 1/4 tasse de crème sure
 1/4 tasse de salsa Tostitos® moyenne
 1/4 tasse d’oignons verts hachés finement","Chauffer un poêlon antiadhésif à feu mi&#8209;vif et y déposer le bœuf en morceaux.
Cuire le bœuf en le remuant et en l’émiettant pendant 5 minutes ou jusqu’à ce qu’il soit doré.
Saupoudrer l’assaisonnement et ajouter en remuant  1/4 de tasse d’eau.
Laisser mijoter 5 minutes ou jusqu’à ce que l’eau s’évapore et que le bœuf soit bien cuit.
Laisser refroidir un peu.
Placer les chips tortilla Tostitos® Scoops!® dans une assiette de service.
Repartir le bœuf de manière égale dans les chips.
Garnir de laitue, fromage, crème sure, salsa et oignons verts.
Servir immédiatement.
Donne 40 bouchées.",15 minutes,,,"nachos-au-fromage-et-au-chili,fromage-epice-au-boeuf-hache,nachos-festifs-au-chorizo-et-au-fromage-manchego",2,5,2016-02-11 13:31:52
5202,Bouchées au saumon et au fromage,https://www.tostitos.ca/fr/recipes/bouchées-au-saumon-et-au-fromage,recipe_french_hd_salmon-cheese-bites.jpg,," 1/2 tasse de fromage mascarpone à température ambiante
 1/2 tasse de fromage de chèvre à température ambiante
1 c. à soupe d’aneth frais haché
 1/4 c. à thé de poivre noir grossièrement moulu
3 oz de saumon fumé coupé en languettes
40 ( 1/2 sac) de chips tortilla Tostitos® Scoops!®
 3/4 tasse de salsa Tostitos® Douce","Mélanger le mascarpone, le fromage de chèvre, l’aneth et le poivre.
Répartir également dans les chips tortilla Tostitos® Scoops!®.
Recouvrir de salsa et de saumon fumé.
Garnir d’aneth additionnel.
Donne 40 bouchées.
Conseil : Économisez du temps en utilisant de l’aneth séché plutôt que de l’aneth frais.",10 minutes,,,"bouchees-domelette-de-louest,mini-tostadas-au-poulet-effiloche,salade-asiatique-en-coupes-scoopssuprsup",5,1,2016-02-11 13:31:52
5199,Trempette au bœuf style Queso Fundido,https://www.tostitos.ca/fr/recipes/trempette-au-bœuf-style-queso-fundido,recipe_french_hd_beef-queso-fundido-dip.jpg,,"1 lb (500 g) de bœuf haché maigre
2 c. à soupe d’assaisonnement tex-mex
1 oignon vert haché finement
2 pots de salsa Tostitos® Con Queso
 1/2 tasse de salsa Tostitos® Poivrons rouges rôtis
1 sac de chips tortilla Tostitos Cantina® Coupe épaisse","Chauffer un poêlon en fonte ou antiadhésif à feu mi&#8209;vif et y déposer le bœuf en morceaux.
Cuire le bœuf en le remuant et en l’émiettant pendant 5 minutes ou jusqu’à ce qu’il soit doré.
Saupoudrer l’assaisonnement et ajouter en remuant  1/4 de tasse d’eau.
Laisser mijoter 5 minutes ou jusqu’à ce que l’eau s’évapore et que le bœuf soit cuit.
Déposer dans une assiette.
Verser la salsa Tostitos® Con Queso dans le même poêlon.
Laisser la salsa mijoter 5 minutes ou jusqu’à ce qu’elle soit chaude.
Répandre la viande dans le poêlon.
À l’aide d’une cuillère, ramener la salsa au centre du poêlon et parsemer de l’oignon vert.
Servir immédiatement avec des chips tortilla Tostitos® Cantina® Épaisse.
Donne 12 portions.",15 minutes,,,"nachos-au-fromage-et-au-chili,trempette-taco-con-queso,fromage-epice-au-boeuf-hache",4,1,2016-02-11 13:31:52
5200,Pico de Gallo au melon,https://www.tostitos.ca/fr/recipes/pico-de-gallo-au-melon,recipe_french_hd_watermelon-pico-de-gallo.jpg,,"4 tasses de melon d’eau haché finement
2 tasses de concombre haché finement
 1/2 tasse d’oignon rouge haché finement
 1/4 tasse de coriandre fraîche hachée finement
1 de piment jalapeño épépiné, coupé en dés
 1/4 tasse de jus de lime frais
2 c. à thé de zeste de lime râpé finement
2 c. à thé de miel
 1/4 c. à thé de sel
1 sac de chips tortilla Tostitos® Cantina® Extra mince","Mélanger le melon, le concombre, l’oignon, la coriandre et le piment jalapeño.
Battre le jus de lime, le miel et le sel.
Verser dans le mélange de melon.
Réfrigérer 30 minutes.
Servir avec des chips tortilla Tostitos Cantina® Extra mince.
Donne 12 portions.",15 minutes,,,"salade-de-fruits-onctueuse-a-la-cannelle,salsa-froide-au-melon,guacamole-a-la-grenade",0,0,2016-02-11 13:31:52
