nid,title,langcode,sponsor,url,Category,SubCategory,Keywords
256,Pineapple Macadamia Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/pineapple-macadamia-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat|Fruit
257,Pumpkin Pecan Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/pumpkin-pecan-oatmeal,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes | Holiday & Special Occasion Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes | Thanksgiving Recipes,Thanksgiving|Fall|Entertaining|Desserts|Holidays|Entertaining|Oats|Sweet|Treat
258,Berry Power Drink,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/berry-power-drink,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Sweet|Treat|Fruit|Drinks|Beverages
259,Chewy Choc-Oat Chip Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/chewy-choc-oat-chip-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bars|Desserts|Holidays|Entertaining|Oats|Sweet|Treat
260,Gingersnap Granola,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/gingersnap-granola,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Sweet|Treat|Kid friendly
261,Fruitful Morning Muesli,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/fruitful-morning-muesli,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Sweet|Treat|Kid friendly|Fruit
262,Caramel-Nut Sticky Biscuits,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/caramel-nut-sticky-biscuits,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Sweet|Treat|Kid friendly|Birthday
263,Cappuccino Caramel Oat Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cappuccino-caramel-oat-bars,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Bars|Breakfast|Desserts|Oats|Sweet|Treat
264,Ginger-Berry Oatmeal Muffin Tops,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/ginger-berry-oatmeal-muffin-tops,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Sweet|Treat|Fruit
265,Best Banana Bread,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/best-banana-bread,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bread|Desserts|Holidays|Entertaining|Sweet|Treat|Fruit|Cake
266,Banana-Orange Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/banana-orange-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Muffins|Sweet|Treat|Fruit
267,Banana-Nana Pecan Bread,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/banana-nana-pecan-bread,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bread|Desserts|Holidays|Entertaining|Sweet|Treat|Fruit
268,Coconut-Oatmeal Biscotti,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/coconut-oatmeal-biscotti,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Sweet|Treat
269,Cranberry Ginger Oat Scones,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cranberry-ginger-oat-scones,Snack Recipes,Sweet Recipes,Oats|Breakfast|Sweet|Fruit
271,Oat Bran Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/oat-bran-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Muffins|Sweet|Treat
273,Molasses Spice Oatmeal Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/molasses-spice-oatmeal-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Muffins|Thanksgiving|Sweet|Treat
274,Marbled Chocolate Chip Oatmeal Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/marbled-chocolate-chip-oatmeal-cookies,Dish Type Recipes | Snack Recipes | Meal Time Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes,Cookies|Desserts|Chocolate|Oats|Sweet|Treat|Snack
275,Lemon Blueberry Oatmeal Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/lemon-blueberry-oatmeal-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Muffins|Sweet|Treat
276,Honey Lime Oat Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/honey-lime-oat-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Muffins|Sweet|Treat
281,Fruited Baked Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/fruited-baked-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat
282,Fruit and Honey Granola,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/fruit-and-honey-granola,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Sweet|Treat
284,Orange Cranberry Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/orange-cranberry-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat|Fruit
285,Oatmeal Chocolate Chip Muffins with Chocolate Streusel,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/oatmeal-chocolate-chip-muffins-chocolate-streusel,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Chocolate|Oats|Muffins|Sweet|Treat
289,Cinnamon Roll Pancakes,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cinnamon-roll-pancakes,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Sweet|Treat
290,Cinnamon Oat Rolls,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cinnamon-oat-rolls,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Sweet|Treat
291,Cinnamon Hazelnut Crescents,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cinnamon-hazelnut-crescents,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Sweet|Treat
292,Cinnamon Coffee Cake Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cinnamon-coffee-cake-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Cake|Desserts|Holidays|Entertaining|Muffins|Sweet|Treat
293,Cinnamon Bun Scones,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cinnamon-bun-scones,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Sweet|Treat
294,Pear Ginger Scones,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/pear-ginger-scones,Snack Recipes,Sweet Recipes,Sweet|Fruit
295,Pumpkin Oat Streusel Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/pumpkin-oat-streusel-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes | Holiday & Special Occasion Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes | Thanksgiving Recipes,Thanksgiving|Fall|Entertaining|Desserts|Holidays|Entertaining|Oats|Muffins|Sweet|Treat
296,Hearty Banana Oat Flapjacks,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/hearty-banana-oat-flapjacks,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Sweet|Treat|Fruit
297,Praline Pecan Crunch Snack Mix,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/praline-pecan-crunch-snack-mix,Snack Recipes,Sweet Recipes,Crunchy|Sweet
298,Chocolate Peanut Butter Scrumpets,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/chocolate-peanut-butter-scrumpets,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Chocolate|Sweet|Treat
299,Lightweight Lemon Wafers,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/lightweight-lemon-wafers,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Sweet|Treat
300,Holiday Polka Dot Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/holiday-polka-dot-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Festive Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bars|Desserts|Holidays|Entertaining|Christmas|Winter|Sweet|Treat
301,Harvest Fruit Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/harvest-fruit-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bars|Desserts|Holidays|Entertaining|Sweet|Treat
303,Fossilized Egg Nest Chewies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/fossilized-egg-nest-chewies,Snack Recipes,Sweet Recipes,Eggs|Sweet
304,Easy Rum Cheesecake Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/easy-rum-cheesecake-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Cheese|Cheesy|Bars|Desserts|Holidays|Entertaining|Sweet|Treat
305,Double Ginger Oat Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/double-ginger-oat-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bars|Desserts|Holidays|Entertaining|Sweet|Treat
306,Razzle-Apple Streusel Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/razzle-apple-streusel-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes | Holiday & Special Occasion Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes | Thanksgiving Recipes,Bars|Thanksgiving|Fall|Entertaining|Desserts|Holidays|Entertaining|Sweet|Treat|Fruit
307,Soft Oaty Pretzels,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/soft-oaty-pretzels,Snack Recipes,Savory Recipes,Oats|Desserts|Savory |Kid friendly|Birthday
308,Quaker<sup>®</sup> Family Favorite Warm Cookie Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/quakerr-family-favorite-warm-cookie-oatmeal,Dish Type Recipes | Snack Recipes | Meal Time Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes,Cookies|Desserts|Oats|Sweet|Treat|Snack
309,Apricot-Banana-Almond Bread,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/apricot-banana-almond-bread,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bread|Desserts|Holidays|Entertaining|Sweet|Treat|Fruit|Kid friendly|Birthday
310,Apricot Oatmeal Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/apricot-oatmeal-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Muffins|Sweet|Treat|Fruit
311,Applesauce Oatmeal Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/applesauce-oatmeal-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Muffins|Sweet|Treat|Fruit
313,Apple 'N Cheddar Oatmeal Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/apple-n-cheddar-oatmeal-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Muffins|Sweet|Treat|Fruit
314,Apple Berry Breakfast Crisp,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/apple-berry-breakfast-crisp,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Sweet|Treat|Fruit
315,Caramel Corn Crunch Snack Mix,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/caramel-corn-crunch-snack-mix,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Crunchy|Sweet|Treat
316,Honey Mustard Crunch Snack Mix,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/honey-mustard-crunch-snack-mix,Snack Recipes,Savory Recipes,Crunchy|Savory 
325,Berry Almond Bliss Bowl,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/berry-almond-bliss-bowl,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Sweet|Treat|Fruit
326,Oatmeal Hermits,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/oatmeal-hermits,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Sweet|Treat
327,Oatmeal Dream Dates,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/oatmeal-dream-dates,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat
328,Oatmeal Caramel White Chip Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/oatmeal-caramel-white-chip-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bars|Desserts|Holidays|Entertaining|Oats|Sweet|Treat|Kid friendly|Birthday
329,Mocha Chip Cheesecake Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/mocha-chip-cheesecake-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Cheese|Cheesy|Bars|Desserts|Holidays|Entertaining|Sweet|Treat
330,Maple Pecan Oatmeal Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/maple-pecan-oatmeal-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bars|Desserts|Holidays|Entertaining|Oats|Sweet|Treat
331,Maple Nut Crunch,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/maple-nut-crunch,Snack Recipes,Sweet Recipes,Crunchy|Sweet
333,Quick Almond Oat Danish Coffee Cake,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/quick-almond-oat-danish-coffee-cake,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Cake|Desserts|Holidays|Entertaining|Oats|Sweet|Treat
338,Broccoli Stuffed Tomatoes,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/broccoli-stuffed-tomatoes,Meal Time Recipes,Dinner Recipes,Dinner|Lunch|Main dish|Vegetables|Vegetarian
340,Cuban Meatball Kabobs,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cuban-meatball-kabobs,Meal Time Recipes,Dinner Recipes,Dinner|Lunch|Main dish
341,Easy Italian Mini Meatloaf Supper,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/easy-italian-mini-meatloaf-supper,Meal Time Recipes | Holiday & Special Occasion Recipes,Dinner Recipes | Festive Recipes,Dinner|Lunch|Holidays|Entertaining|Christmas|Winter|Main dish
342,Easy Meatloaf,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/easy-meatloaf,Meal Time Recipes | Holiday & Special Occasion Recipes,Dinner Recipes | Festive Recipes,Dinner|Lunch|Holidays|Entertaining|Christmas|Winter|Main dish
344,Banana Oatmeal Rocks,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/banana-oatmeal-rocks,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat|Fruit
345,Cool Ranch Snack Mix,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cool-ranch-snack-mix,Snack Recipes,Savory Recipes,Savory |Kid friendly|Birthday
346,Peanut Butter 'N Fudge Filled Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/peanut-butter-n-fudge-filled-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bars|Desserts|Holidays|Entertaining|Sweet|Treat
348,Pecan Nougat Oatmeal Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/pecan-nougat-oatmeal-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bars|Desserts|Holidays|Entertaining|Oats|Sweet|Treat
349,Chocolate Chunk Granola Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/chocolate-chunk-granola-bars,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bars|Desserts|Holidays|Entertaining|Chocolate|Sweet|Treat
350,Chewy Molasses Oat Crackles,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/chewy-molasses-oat-crackles,Meal Time Recipes | Snack Recipes,Desserts & Sweets Recipes | Sweet Recipes,Desserts|Oats|Sweet|Treat
353,Marvelous Morning Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/marvelous-morning-muffins,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Muffins|Sweet|Treat
357,Tropical Lime Oat Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/tropical-lime-oat-bars,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Bars|Breakfast|Desserts|Oats|Sweet|Treat
361,Double Crunch Granola Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/double-crunch-granola-bars,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Bars|Breakfast|Desserts|Crunchy|Sweet|Treat|Kid friendly|Birthday
367,A Few of my Favourite Things Oat Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/few-my-favourite-things-oat-bars,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Bars|Breakfast|Desserts|Oats|Sweet|Treat
369,Chewy Chocolate No-Bakes,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/chewy-chocolate-no-bakes,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Chocolate|Sweet|Treat|Kid friendly|Birthday
379,Hearty Meatball Stew,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/hearty-meatball-stew,Meal Time Recipes | Holiday & Special Occasion Recipes,Dinner Recipes | Festive Recipes,Dinner|Lunch|Holidays|Entertaining|Christmas|Winter|Main dish
418,Rudolph's Carrot Cake Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/rudolphs-carrot-cake-cookies,Dish Type Recipes | Snack Recipes | Meal Time Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes,Cake|Desserts|Cookies|Desserts|Sweet|Treat|Snack
420,Pumpkin Spice Oatmeal Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/pumpkin-spice-oatmeal-cookies,Dish Type Recipes | Snack Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes | Thanksgiving Recipes,Thanksgiving|Fall|Entertaining|Cookies|Desserts|Holidays|Entertaining|Oats|Sweet|Treat|Snack
433,No-Bake Oat Treats,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/no-bake-oat-treats,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Sweet|Treat
443,Holiday Oatmeal Cookie Brittle,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/holiday-oatmeal-cookie-brittle,Dish Type Recipes | Snack Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes | Festive Recipes,Cookies|Desserts|Holidays|Entertaining|Christmas|Winter|Oats|Sweet|Treat|Kid friendly|Birthday|Snack
465,Oatmeal Raisin Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/oatmeal-raisin-cookies,Dish Type Recipes | Snack Recipes | Meal Time Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes,Cookies|Desserts|Oats|Sweet|Treat|Fruit|Kid friendly|Birthday|Snack
467,Chocolate-Hazelnut Oatmeal Refrigerator Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/chocolate-hazelnut-oatmeal-refrigerator-cookies,Dish Type Recipes | Snack Recipes | Meal Time Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes,Cookies|Desserts|Chocolate|Oats|Sweet|Treat|Snack
471,Oaty Pear 'n' Pecan Pancakes,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/oaty-pear-n-pecan-pancakes,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Sweet|Treat|Fruit
474,Banana Pecan Oatmeal Bread,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/banana-pecan-oatmeal-bread,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Bread|Desserts|Holidays|Entertaining|Oats|Sweet|Treat|Fruit
513,Chocolate Brownie Oatmeal Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/chocolate-brownie-oatmeal-cookies,Dish Type Recipes | Snack Recipes | Meal Time Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes,Cookies|Desserts|Brownies|Chocolate|Oats|Sweet|Treat|Snack
514,Awesome Oatmeal Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/awesome-oatmeal-cookies,Dish Type Recipes | Snack Recipes | Meal Time Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes,Cookies|Desserts|Oats|Sweet|Treat|Kid friendly|Birthday|Snack
517,Apple-Cranberry Oatmeal Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/apple-cranberry-oatmeal-cookies,Dish Type Recipes | Snack Recipes | Meal Time Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes,Cookies|Desserts|Oats|Sweet|Treat|Fruit|Kid friendly|Birthday|Snack
518,Apple Upside-Down Oat Cakes,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/apple-upside-down-oat-cakes,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes | Holiday & Special Occasion Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes | Thanksgiving Recipes,Thanksgiving|Fall|Entertaining|Cake|Desserts|Holidays|Entertaining|Oats|Sweet|Treat|Fruit
524,Big Dipper Oatmeal Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/big-dipper-oatmeal-cookies,Dish Type Recipes | Snack Recipes | Meal Time Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes,Cookies|Desserts|Oats|Sweet|Treat|Snack
1869,Cherry Chia Oat Smoothie,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cherry-chia-oat-smoothie,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat
1870,Chia Peach Overnight Oats,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/chia-peach-overnight-oats,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat|Fruit
